index,lon,lat,age,plate_id
0,133.21313807112824,-3.123578371644374,90,61501
1,140.42416995714734,-6.891602613386237,17,615
2,140.98644289030042,-4.333893729768013,9,698
3,141.5951660066989,-6.970159658273982,16,615
4,146.32282935914677,-7.572509528178749,77,698
5,136.46601868288013,-3.4203180423985273,223,698
6,142.95265077411818,-4.321887852443595,93,698
7,136.75390666296332,-4.713252378580613,197,615
8,141.3498143494938,-4.686137530226087,192,698
9,141.77096487899257,-6.315688296400801,88,615
10,149.69630440600378,-10.10799170718219,30,698
11,142.7948161731628,-7.060716048778472,6,615
12,140.53639728601553,-4.451496638093695,180,615
13,139.12038221788006,-4.171254244587735,64,615
14,134.54314454646806,-3.5508103735823484,198,61501
15,133.2972769263709,-3.451380706868063,135,61501
16,133.38311236769846,-3.3302290960449072,21,61501
17,140.47607362890162,-5.300680220787759,75,615
18,140.89716550393942,-3.231547147047869,54,698
19,139.33494687314825,-3.6745562569713623,15,698
20,133.22576146368476,-2.015922460886504,77,61502
21,142.4434350928679,-6.775479583750606,198,615
22,139.9416728043401,-3.556205671650133,213,698
23,133.75124208419427,-1.9904509377768242,170,61502
24,147.29891296432663,-5.9443510825504315,132,69702
25,137.69310598829523,-3.063309973350571,4,698
26,146.02462761682858,-6.563422872403536,113,698
27,142.2153918047481,-7.7455885341066555,2,615
28,135.8202353642889,-3.4828022160064487,179,698
29,139.2107975401004,-6.133307625859426,19,615
30,141.4619765794771,-7.002670583112192,28,615
31,136.91364479032896,-3.1347457201158804,146,698
32,142.76344965062933,-4.9587173743247455,31,698
33,137.80759296942102,-3.5172052731528716,90,698
34,141.30729317577837,-6.555033061142028,200,615
35,140.9073155523456,-3.910041165162255,146,698
36,147.1839258750776,-6.4130746449488765,94,69702
37,145.1295654566453,-7.184000253318221,84,615
38,138.75490361090928,-5.655399909774756,0,615
39,135.4998030155066,-3.457617645364614,225,698
40,143.29245811489477,-6.204062441827321,13,615
41,139.2212671014565,-6.0453996197104125,58,615
42,137.4146262460991,-2.839343947991341,201,698
43,146.38676646800303,-6.317498294367169,222,698
44,137.35327273899563,-4.529596768822582,86,615
45,139.3672100124715,-2.414092289299445,79,698
46,137.54728226886692,-1.9332105217809907,181,698
47,136.02099362849876,-4.435466064198667,45,615
48,136.36996064806675,-2.4759529902700237,102,698
49,146.54427271108062,-8.758170354620209,227,615
50,140.82680185733452,-5.828002653736772,56,615
51,138.89409392010742,-3.247047408422815,55,698
52,144.43364793029116,-4.076943221269058,165,69701
53,146.47798002549467,-6.308770954826802,10,698
54,139.56308529199447,-3.6905653386943733,72,698
55,137.8201522678164,-4.573605373170172,198,615
56,132.98777744059055,-2.6996456172906385,194,61501
57,145.8631103702146,-6.360007355276375,92,698
58,135.79885547954768,-4.446103665774843,224,615
59,142.42233273681782,-4.027642617565013,49,698
60,136.11025355722282,-4.251155859097157,227,615
61,142.5736472881522,-5.213292566472486,79,615
62,146.65163081008478,-6.086334894626356,77,69702
63,138.9326592559662,-4.564720823257342,61,615
64,137.4035996436556,-1.665464964221318,100,697
65,142.89458671684423,-3.7742696120568144,186,69701
66,137.29547324669673,-4.550115701426782,225,615
67,145.20918711670978,-6.948507241941185,70,615
68,142.91487843091647,-7.407945867517397,194,615
69,147.10018590630472,-6.672066649092286,180,69702
70,146.79477617637048,-6.582038860941198,87,698
71,144.56321495321362,-7.234290247207778,208,615
72,144.752131388809,-6.2334073458518535,175,615
73,140.5246065930448,-7.761644671699404,76,615
74,144.79676844944956,-6.63372199391916,171,615
75,141.34998393193803,-7.339866654751249,48,615
76,143.45256480875918,-7.853496657770325,39,615
77,140.10995117383507,-8.021219476088566,59,615
78,136.31755034274317,-4.024700190254418,60,615
79,142.70885980847402,-8.301550384890398,103,615
80,145.05222044438122,-5.4364996326796815,61,698
81,141.93402392392872,-9.043089187397197,84,615
82,137.12704037767006,-4.5704196741191225,220,615
83,145.15685968826153,-7.355885660058127,75,615
84,141.85031178118714,-3.850047461747712,0,698
85,147.74549045072956,-8.58955286253373,73,698
86,147.9927746074997,-8.10856203217007,52,698
87,135.58403436422586,-3.310073814669189,88,698
88,141.4270160351274,-5.326083019272435,168,615
89,139.14020866047426,-7.470675087647917,91,615
90,146.76816100100976,-8.038451891040634,10,698
91,132.6774500072895,-2.9018962368363566,82,61501
92,143.24259313402527,-8.57971709016016,3,615
93,142.58914687659563,-6.365002848498898,145,615
94,143.78597378004721,-3.662178790976869,110,69701
95,145.21246753117,-5.974336176899012,78,698
96,145.72940139769622,-4.892228863900561,15,69702
97,135.66297961333166,-4.362504000922307,91,615
98,142.73698065699782,-8.236450792912667,9,615
99,140.8297770495437,-7.008095318705516,0,615
100,136.7422104594447,-3.9021372647944323,108,615
101,144.105412863102,-4.5207052429470815,196,698
102,146.83924872295572,-7.94169308544288,175,698
103,146.63549318356868,-5.819248159755972,192,69702
104,148.60268844804278,-9.507711418465693,122,698
105,140.40246625408517,-6.471885345320457,170,615
106,137.97420252751007,-1.545679290651794,133,697
107,144.19385319980236,-4.816226808351915,190,698
108,145.0774278662633,-5.0184008284146495,108,69702
109,146.6341538577531,-5.958553332622051,51,69702
110,148.57317081335927,-9.959807354409152,107,698
111,139.83451202493023,-7.40063205420305,7,615
112,139.5009542648478,-4.915610242205771,74,615
113,143.57243252093798,-5.517797887410565,78,615
114,143.72208073779538,-4.124646915403728,48,69701
115,133.72129308724905,-3.3608355345947034,111,61501
116,136.96779239072234,-3.233691767353644,38,698
117,136.53953011889539,-4.469457236597758,79,615
118,140.16326577165495,-5.773919609199361,225,615
119,139.5239944540439,-7.423217692208999,57,615
120,142.78741579960544,-7.521132163657224,129,615
121,139.87538833285234,-8.108837984577992,56,615
122,140.17702865061156,-5.287579529658639,102,615
123,141.90166938888117,-7.969635430833758,162,615
124,137.73568123957364,-2.4335727306191384,52,698
