index,lon,lat,age,plate_id
0,146.67,-7.46,4,698
1,145.86,-6.2,9,698
2,152.63,-3.13,1,847
3,141.14,-5.21,1,615
4,155.5,-6.33,3,847
5,143.08,-5.46,6,615
6,146.88,-2.02,15,847
7,145.17,-6.49,0,615
8,141.73,-4.66,14,698
9,153.61,-4.09,1,847
10,147.58,-9.3,4,698
11,160.03,-9.78,2,847
12,151.65,-3.18,34,847
13,160.16,-9.61,23,847
14,146.94,-2.16,14,847
15,150.38,-5.97,25,830
16,150.02,-5.72,24,830
17,141.33,-5.07,2,615
18,146.45,-6.88,9,698
19,145.13,-5.74,7,698
20,142.53,-5.95,2,615
21,151.74,-5.04,25,830
22,156.04,-6.84,4,847
23,159.73,-9.37,24,847
24,146.71,-8.25,5,615
25,158.07,-8.75,3,847
26,157.52,-8.08,4,847
27,159.83,-9.43,24,847
28,160.08,-9.69,2,847
29,146.28,-6.75,12,698
