trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
0.60,40.66,0.60,-6.86,1.02,-132.07,0.17,111.13,301,331010,0.08,0.08,0.59,-0.07,-0.68,-0.76,0.83,-96.12,-0.09,-0.83,129.63,0.01,40.20,998.60,2.32
0.67,40.79,0.91,-7.42,1.21,-144.11,0.12,111.18,301,331012,0.23,0.23,0.90,-0.12,-0.98,-0.71,0.83,-95.90,-0.09,-0.83,129.63,0.01,40.20,998.60,2.32
0.73,40.91,0.91,-7.42,1.21,-144.03,0.12,111.22,301,331012,0.35,0.35,0.90,-0.12,-0.98,-0.71,0.83,-95.70,-0.08,-0.83,129.63,0.01,40.20,998.60,2.32
0.83,41.03,0.91,-25.91,1.21,-162.45,0.17,129.78,301,331012,0.50,0.50,0.81,-0.40,-1.15,-0.36,0.83,-113.97,-0.34,-0.76,129.63,0.02,40.20,998.60,2.32
0.97,41.16,0.91,-25.91,1.21,-162.40,0.17,129.87,301,331012,0.67,0.67,0.81,-0.40,-1.15,-0.36,0.83,-113.73,-0.33,-0.76,129.63,0.02,40.20,998.60,2.32
1.11,41.29,0.91,-25.91,1.20,-162.34,0.17,129.96,301,331012,0.83,0.83,0.81,-0.40,-1.15,-0.36,0.83,-113.49,-0.33,-0.76,129.63,0.02,40.20,1796.45,2.32
1.26,41.41,1.08,12.51,1.70,-144.26,0.17,130.06,301,331014,1.00,1.00,1.05,0.23,-1.38,-0.99,0.83,-113.24,-0.33,-0.76,129.63,0.02,40.20,1796.45,2.32
1.40,41.54,1.08,12.51,1.70,-144.18,0.17,130.15,301,331014,1.17,1.17,1.05,0.23,-1.38,-0.99,0.83,-112.99,-0.32,-0.76,129.63,0.02,40.20,1796.45,2.32
1.55,41.67,1.08,12.51,1.70,-144.11,0.17,130.25,301,331014,1.34,1.34,1.05,0.23,-1.37,-0.99,0.83,-112.75,-0.32,-0.76,110.69,0.02,40.20,1796.45,2.73
1.67,41.79,1.08,18.98,1.69,-137.56,0.13,123.85,301,331014,1.48,1.48,1.02,0.35,-1.25,-1.14,0.82,-106.04,-0.23,-0.79,110.69,0.01,40.20,1796.45,2.73
