trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
3.95,42.81,-0.30,101.43,1.71,-131.23,0.03,183.57,701,307,0.01,0.01,-0.06,0.30,-1.13,-1.29,1.55,-140.11,-1.19,-0.99,0.91,0.00,797.40,267.05,0.88
4.09,42.75,0.30,72.78,1.72,-159.31,0.20,211.63,701,307,0.12,0.12,0.09,0.29,-1.61,-0.61,1.55,-168.12,-1.52,-0.32,0.91,0.00,797.40,267.05,0.88
4.31,42.65,0.31,71.62,1.73,-159.47,0.20,211.78,701,307,0.32,0.32,0.10,0.29,-1.62,-0.61,1.56,-168.18,-1.52,-0.32,0.91,0.00,797.40,267.05,0.88
4.53,42.55,-0.30,125.75,1.47,-157.42,0.18,211.93,701,307036,0.51,0.51,-0.18,0.24,-1.35,-0.56,1.56,-168.23,-1.53,-0.32,0.91,0.00,797.40,267.05,0.88
4.74,42.45,-0.30,126.25,1.47,-157.47,0.18,212.07,701,307036,0.69,0.69,-0.18,0.24,-1.36,-0.56,1.57,-168.28,-1.54,-0.32,0.91,0.00,797.40,267.05,0.88
4.86,42.40,-0.30,126.53,1.47,-157.50,0.02,212.15,701,307036,0.80,0.80,-0.18,0.24,-1.36,-0.56,1.57,-168.31,-1.54,-0.32,0.91,0.00,797.40,267.05,0.88
4.95,42.36,-0.30,127.40,1.47,-156.86,0.13,211.54,701,307036,0.87,0.87,-0.18,0.24,-1.35,-0.58,1.58,-167.66,-1.54,-0.34,0.91,0.00,797.40,267.05,0.88
5.09,42.29,-0.31,127.74,1.48,-156.89,0.13,211.64,701,307036,1.00,1.00,-0.19,0.24,-1.36,-0.58,1.58,-167.70,-1.54,-0.34,0.91,0.00,797.40,267.05,0.88
5.24,42.23,0.47,-59.68,1.79,177.83,0.13,211.74,701,307037,1.12,1.12,0.24,-0.41,-1.79,0.07,1.59,-167.74,-1.55,-0.34,0.91,0.00,797.40,267.05,0.88
5.38,42.16,0.47,-59.91,1.79,177.83,0.13,211.84,701,307037,1.25,1.25,0.24,-0.41,-1.79,0.07,1.59,-167.77,-1.55,-0.34,0.91,0.00,797.40,267.05,0.88
