trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
7.30,44.95,-0.31,161.94,2.50,-133.71,0.03,179.95,701,307,0.01,0.01,-0.29,0.10,-1.73,-1.81,2.65,-139.62,-2.02,-1.72,17.12,0.00,100.83,535.26,1.56
7.35,44.94,-0.31,138.24,2.50,-157.34,0.04,203.58,701,307,0.05,0.05,-0.23,0.20,-2.31,-0.96,2.65,-163.23,-2.54,-0.76,17.12,0.00,100.83,535.26,1.56
7.37,44.94,-0.31,138.15,2.50,-157.35,0.01,203.60,701,307,0.07,0.07,-0.23,0.20,-2.31,-0.96,2.65,-163.24,-2.54,-0.76,17.12,0.00,100.83,535.26,1.56
7.41,44.93,-0.34,-133.35,2.36,-167.28,0.04,203.62,701,307036,0.09,0.09,-0.23,-0.25,-2.31,-0.52,2.65,-163.24,-2.54,-0.76,17.12,0.00,100.83,535.26,1.56
7.53,44.96,0.34,-80.17,2.36,-113.82,0.16,150.23,701,307036,0.19,0.19,0.06,-0.33,-0.95,-2.16,2.65,-109.81,-0.90,-2.49,17.12,0.00,100.83,535.26,1.56
7.72,45.04,0.44,-26.83,2.64,-119.45,0.16,150.36,701,307037,0.35,0.35,0.39,-0.20,-1.30,-2.30,2.65,-109.92,-0.90,-2.49,17.12,0.00,100.83,535.26,1.56
7.95,45.08,0.44,-50.60,2.64,-142.99,0.19,174.02,701,307037,0.52,0.52,0.28,-0.34,-2.11,-1.59,2.66,-133.52,-1.83,-1.93,17.12,0.00,100.83,535.26,1.56
8.22,45.10,0.36,-20.84,2.82,-140.28,0.19,174.21,701,307038,0.71,0.71,0.33,-0.13,-2.17,-1.80,2.66,-133.61,-1.84,-1.93,17.12,0.00,100.83,535.26,1.56
8.42,45.08,0.36,-60.06,2.82,-179.28,0.11,213.34,701,307038,0.86,0.86,0.18,-0.31,-2.82,-0.04,2.66,-172.65,-2.64,-0.34,17.12,0.00,100.83,535.26,1.56
8.55,45.02,0.35,-60.34,2.82,-179.28,0.11,213.43,701,307038,0.97,0.97,0.18,-0.31,-2.82,-0.04,2.67,-172.66,-2.65,-0.34,17.12,0.00,100.83,535.26,1.56
8.68,44.97,0.15,-33.41,2.79,-174.68,0.11,213.52,701,307039,1.08,1.08,0.13,-0.08,-2.78,-0.26,2.67,-172.67,-2.65,-0.34,17.12,0.00,100.83,535.26,1.56
8.80,44.91,0.15,-33.82,2.79,-174.68,0.11,213.60,701,307039,1.19,1.19,0.13,-0.08,-2.78,-0.26,2.67,-172.68,-2.65,-0.34,17.12,0.00,100.83,535.26,1.56
8.95,44.92,0.15,36.44,2.79,-104.55,0.15,143.55,701,307039,1.31,1.31,0.12,0.09,-0.70,-2.70,2.68,-102.57,-0.58,-2.61,17.12,0.00,100.83,535.26,1.56
9.12,45.01,0.32,53.96,2.98,-105.09,0.15,143.67,701,307040,1.46,1.46,0.19,0.26,-0.78,-2.88,2.68,-102.67,-0.59,-2.61,17.12,0.00,100.83,535.26,1.56
9.29,45.07,0.32,34.69,2.98,-124.72,0.13,163.38,701,307040,1.60,1.60,0.26,0.18,-1.70,-2.45,2.68,-122.35,-1.43,-2.26,17.12,0.00,100.83,535.26,1.56
9.46,45.11,0.42,32.44,3.07,-125.74,0.13,163.50,701,307041,1.73,1.73,0.36,0.23,-1.79,-2.49,2.68,-122.42,-1.44,-2.26,17.12,0.00,100.83,535.26,1.56
