trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
0.65,40.56,0.60,-9.98,1.03,-134.38,0.19,114.17,301,331010,0.10,0.10,0.59,-0.10,-0.72,-0.73,0.85,-98.74,-0.13,-0.84,125.35,0.01,27.48,976.03,2.47
0.73,40.70,0.91,-10.54,1.22,-146.49,0.13,114.22,301,331012,0.26,0.26,0.89,-0.17,-1.02,-0.67,0.85,-98.50,-0.13,-0.84,125.35,0.01,27.48,976.03,2.47
0.80,40.82,0.91,-10.54,1.22,-146.42,0.13,114.27,301,331012,0.38,0.38,0.89,-0.17,-1.01,-0.67,0.85,-98.30,-0.12,-0.84,125.35,0.01,27.48,976.03,2.47
0.91,40.93,0.91,-27.21,1.21,-163.03,0.16,131.01,301,331012,0.52,0.52,0.81,-0.41,-1.16,-0.35,0.85,-114.76,-0.35,-0.77,125.35,0.01,27.48,976.03,2.47
1.04,41.05,0.91,-27.21,1.21,-162.98,0.16,131.10,301,331012,0.68,0.68,0.81,-0.41,-1.16,-0.35,0.85,-114.54,-0.35,-0.77,125.35,0.01,27.48,976.03,2.47
1.18,41.17,0.91,-27.21,1.21,-162.92,0.16,131.19,301,331012,0.84,0.84,0.81,-0.41,-1.15,-0.35,0.84,-114.31,-0.35,-0.77,125.35,0.01,27.48,976.03,2.47
1.32,41.29,1.08,11.21,1.71,-145.12,0.16,131.28,301,331014,1.00,1.00,1.06,0.21,-1.40,-0.98,0.84,-114.09,-0.34,-0.77,125.35,0.02,27.48,976.03,2.47
1.46,41.41,1.08,11.21,1.71,-145.05,0.16,131.37,301,331014,1.16,1.16,1.06,0.21,-1.40,-0.98,0.84,-113.86,-0.34,-0.77,125.35,0.02,27.48,976.03,2.47
1.60,41.53,1.08,11.21,1.70,-144.98,0.16,131.46,301,331014,1.31,1.31,1.06,0.21,-1.40,-0.98,0.84,-113.63,-0.34,-0.77,111.03,0.02,27.48,1724.32,2.74
1.72,41.64,1.08,18.49,1.70,-137.63,0.13,124.26,301,331014,1.46,1.46,1.02,0.34,-1.26,-1.15,0.84,-106.13,-0.23,-0.81,111.03,0.01,27.48,1724.32,2.74
