trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
2.57,40.86,0.00,0.00,1.99,165.98,0.03,185.95,701,307,0.01,0.01,0.00,0.00,-1.93,0.48,1.99,165.98,-1.93,0.48,131.87,0.00,718.32,1859.34,2.51
2.65,40.84,0.00,0.00,1.99,156.11,0.11,195.90,701,307,0.08,0.08,0.00,0.00,-1.82,0.81,1.99,156.11,-1.82,0.81,131.87,0.00,718.32,1859.34,2.51
2.79,40.81,0.00,0.00,1.99,156.16,0.11,195.99,701,307,0.19,0.19,0.00,0.00,-1.82,0.81,1.99,156.16,-1.82,0.81,131.87,0.00,718.32,1859.34,2.51
2.92,40.78,0.82,61.38,2.22,177.94,0.11,196.08,701,307036,0.29,0.29,0.39,0.72,-2.22,0.08,2.00,156.20,-1.83,0.81,131.87,0.00,718.32,1859.34,2.51
3.06,40.75,0.82,61.64,2.22,177.94,0.11,196.17,701,307036,0.40,0.40,0.39,0.72,-2.22,0.08,2.00,156.24,-1.83,0.81,131.87,0.00,718.32,1859.34,2.51
3.15,40.69,0.82,11.50,2.22,127.63,0.10,246.53,701,307036,0.50,0.50,0.80,0.16,-1.36,1.76,2.00,106.02,-0.55,1.92,131.87,0.01,718.32,1859.34,2.51
3.22,40.58,0.81,11.57,2.22,127.62,0.16,246.57,701,307036,0.63,0.63,0.80,0.16,-1.36,1.76,2.00,106.14,-0.56,1.92,131.87,0.01,718.32,1859.34,2.51
3.30,40.43,0.81,11.66,2.22,127.61,0.16,246.63,701,307036,0.79,0.79,0.79,0.16,-1.36,1.76,2.01,106.29,-0.56,1.92,131.87,0.01,718.32,1859.34,2.51
3.38,40.30,1.29,55.47,1.56,146.62,0.14,246.68,701,307043,0.93,0.93,0.73,1.06,-1.30,0.86,2.01,106.44,-0.57,1.92,131.87,0.01,718.32,1859.34,2.51
3.45,40.17,1.29,55.68,1.56,146.61,0.14,246.72,701,307043,1.07,1.07,0.73,1.06,-1.30,0.86,2.01,106.57,-0.57,1.92,131.87,0.01,718.32,1859.34,2.51
