trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
4.78,43.26,-0.29,109.70,1.66,-129.43,0.03,182.30,701,307,0.01,0.01,-0.10,0.28,-1.06,-1.28,1.53,-138.83,-1.15,-1.01,3.13,0.00,26.08,372.31,1.16
4.88,43.22,0.29,78.23,1.67,-160.43,0.15,213.27,701,307,0.10,0.10,0.06,0.29,-1.57,-0.56,1.54,-169.77,-1.51,-0.27,3.13,0.00,26.08,372.31,1.16
5.06,43.14,0.30,77.26,1.68,-160.55,0.15,213.39,701,307,0.26,0.26,0.07,0.29,-1.58,-0.56,1.54,-169.80,-1.52,-0.27,3.13,0.00,26.08,372.31,1.16
5.21,43.07,0.35,-67.03,1.66,178.24,0.11,213.49,701,307036,0.39,0.39,0.14,-0.33,-1.66,0.05,1.55,-169.84,-1.52,-0.27,3.13,0.00,26.08,372.31,1.16
5.33,43.01,0.35,-67.32,1.66,178.24,0.11,213.58,701,307036,0.50,0.50,0.14,-0.33,-1.66,0.05,1.55,-169.86,-1.53,-0.27,3.13,0.00,26.08,372.31,1.16
5.44,42.95,0.35,-67.57,1.67,178.25,0.08,213.66,701,307036,0.59,0.59,0.13,-0.33,-1.66,0.05,1.55,-169.89,-1.53,-0.27,3.13,0.00,26.08,372.31,1.16
5.61,42.90,0.35,-50.83,1.67,-164.70,0.19,196.70,701,307036,0.73,0.73,0.22,-0.27,-1.61,-0.44,1.56,-152.89,-1.39,-0.71,3.13,0.00,26.08,372.31,1.16
5.86,42.85,0.45,-46.93,1.75,-167.45,0.19,196.87,701,307037,0.92,0.92,0.31,-0.33,-1.71,-0.38,1.56,-153.01,-1.39,-0.71,3.13,0.00,26.08,372.31,1.16
6.04,42.81,0.45,-46.28,1.75,-166.60,0.08,196.13,701,307037,1.05,1.05,0.31,-0.33,-1.70,-0.41,1.57,-152.22,-1.39,-0.73,3.13,0.00,26.08,372.31,1.16
6.15,42.79,0.47,-18.93,1.93,-162.50,0.08,196.20,701,307038,1.14,1.14,0.45,-0.15,-1.84,-0.58,1.57,-152.28,-1.39,-0.73,3.13,0.00,26.08,372.31,1.16
6.26,42.76,0.47,-21.11,1.93,-164.63,0.10,198.39,701,307038,1.23,1.23,0.44,-0.17,-1.86,-0.51,1.58,-154.45,-1.42,-0.68,3.13,0.00,26.08,372.31,1.16
6.39,42.73,0.34,5.94,1.90,-157.89,0.10,198.48,701,307039,1.32,1.32,0.34,0.04,-1.76,-0.72,1.58,-154.50,-1.42,-0.68,3.13,0.00,26.08,372.31,1.16
6.50,42.71,0.34,27.31,1.90,-136.61,0.07,177.25,701,307039,1.41,1.41,0.30,0.16,-1.38,-1.31,1.58,-133.26,-1.08,-1.15,3.13,0.00,26.08,372.31,1.16
6.59,42.72,0.53,29.32,2.09,-137.57,0.07,177.31,701,307040,1.48,1.48,0.46,0.26,-1.54,-1.41,1.58,-133.33,-1.09,-1.15,3.13,0.00,26.08,372.31,1.16
6.72,42.71,0.52,17.08,2.09,-149.90,0.11,189.69,701,307040,1.57,1.57,0.50,0.15,-1.81,-1.05,1.59,-145.70,-1.31,-0.89,3.13,0.00,26.08,372.31,1.16
