trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
2.60,40.68,0.00,0.00,1.99,165.98,0.03,186.16,701,307,0.01,0.01,0.00,0.00,-1.93,0.48,1.99,165.98,-1.93,0.48,126.44,0.00,7.01,1851.75,2.72
2.73,40.65,0.00,0.00,1.99,150.60,0.18,201.67,701,307,0.12,0.12,0.00,0.00,-1.73,0.98,1.99,150.60,-1.73,0.98,126.44,0.00,7.01,1851.75,2.72
2.95,40.58,0.82,55.22,2.23,172.35,0.18,201.81,701,307036,0.30,0.30,0.47,0.68,-2.21,0.30,2.00,150.70,-1.74,0.98,126.44,0.01,7.01,1851.75,2.72
3.09,40.49,0.82,11.27,2.23,128.15,0.12,246.10,701,307036,0.45,0.45,0.80,0.16,-1.38,1.75,2.00,106.60,-0.57,1.92,126.44,0.01,7.01,1851.75,2.72
3.16,40.38,0.81,11.34,2.23,128.14,0.13,246.14,701,307036,0.57,0.57,0.80,0.16,-1.38,1.75,2.00,106.72,-0.58,1.92,126.44,0.01,7.01,1851.75,2.72
3.22,40.27,0.81,11.41,2.23,128.13,0.13,246.19,701,307036,0.70,0.70,0.79,0.16,-1.38,1.75,2.00,106.85,-0.58,1.92,126.44,0.01,7.01,1851.75,2.72
3.31,40.12,1.29,55.48,1.57,147.09,0.19,246.24,701,307043,0.85,0.85,0.73,1.06,-1.32,0.85,2.00,107.00,-0.59,1.92,126.44,0.02,7.01,1851.75,2.72
3.40,39.95,1.28,55.76,1.57,147.07,0.19,246.30,701,307043,1.04,1.04,0.72,1.06,-1.32,0.85,2.01,107.18,-0.59,1.92,126.44,0.01,7.01,1851.75,2.72
3.46,39.80,1.28,35.51,1.57,126.60,0.13,266.79,701,307043,1.20,1.20,1.04,0.74,-0.94,1.26,-2.01,86.89,0.11,2.00,126.44,0.02,7.01,1851.75,2.72
3.47,39.67,1.28,35.65,1.57,126.59,0.13,266.80,701,307043,1.33,1.33,1.04,0.74,-0.93,1.26,-2.01,87.03,0.10,2.00,126.44,0.02,7.01,1851.75,2.72
3.48,39.53,1.63,39.89,1.50,140.47,0.13,266.80,701,307046,1.47,1.47,1.25,1.05,-1.16,0.95,-2.01,87.16,0.10,2.00,126.44,0.02,7.01,1851.75,2.72
3.49,39.40,1.63,40.02,1.50,140.45,0.13,266.81,701,307046,1.60,1.60,1.25,1.05,-1.16,0.95,-2.01,87.30,0.09,2.00,126.44,0.02,7.01,1851.75,2.72
3.49,39.25,1.62,34.10,1.50,134.39,0.16,272.85,701,307046,1.75,1.75,1.35,0.91,-1.05,1.07,-2.01,81.41,0.30,1.98,126.44,0.02,7.01,1851.75,2.72
