trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
2.66,40.33,0.00,0.00,1.99,165.98,0.03,186.57,701,307,0.01,0.01,0.00,0.00,-1.93,0.48,1.99,165.98,-1.93,0.48,119.29,0.00,43.84,1745.11,2.75
2.74,40.29,0.00,0.00,1.99,136.31,0.11,216.33,701,307,0.08,0.08,0.00,0.00,-1.44,1.37,1.99,136.31,-1.44,1.37,119.29,0.00,43.84,1745.11,2.75
2.86,40.23,0.98,68.02,1.87,165.63,0.11,216.41,701,307036,0.20,0.20,0.37,0.91,-1.81,0.46,1.99,136.39,-1.44,1.37,119.29,0.00,43.84,1745.11,2.75
2.93,40.14,0.97,27.97,1.87,125.28,0.10,256.76,701,307036,0.30,0.30,0.86,0.46,-1.08,1.52,1.99,96.18,-0.21,1.98,119.29,0.01,43.84,1745.11,2.75
2.97,40.03,0.97,28.17,1.87,125.21,0.14,256.79,701,307036,0.42,0.42,0.85,0.46,-1.08,1.52,1.99,96.30,-0.22,1.98,119.29,0.01,43.84,1745.11,2.75
3.01,39.89,0.96,28.40,1.86,125.13,0.14,256.81,701,307036,0.56,0.56,0.84,0.46,-1.07,1.52,1.99,96.44,-0.22,1.98,119.29,0.01,43.84,1745.11,2.75
3.05,39.76,0.95,28.64,1.86,125.05,0.14,256.84,701,307036,0.70,0.70,0.84,0.46,-1.07,1.52,2.00,96.59,-0.23,1.98,119.29,0.01,43.84,1745.11,2.75
3.10,39.60,2.02,56.67,1.38,167.83,0.17,256.87,701,307046,0.86,0.86,1.11,1.69,-1.35,0.29,2.00,96.75,-0.23,1.98,119.29,0.02,43.84,1745.11,2.75
3.15,39.44,2.02,56.91,1.38,167.80,0.17,256.90,701,307046,1.03,1.03,1.10,1.69,-1.34,0.29,2.00,96.93,-0.24,1.98,119.29,0.02,43.84,1745.11,2.75
3.20,39.27,2.01,57.16,1.37,167.76,0.17,256.93,701,307046,1.20,1.20,1.09,1.69,-1.34,0.29,2.00,97.10,-0.25,1.98,119.29,0.02,43.84,1745.11,2.75
3.22,39.11,2.00,41.09,1.37,151.43,0.15,273.22,701,307046,1.36,1.36,1.51,1.32,-1.20,0.65,-2.00,80.99,0.31,1.97,119.29,0.03,43.84,1745.11,2.75
3.21,38.95,2.00,41.26,1.36,151.36,0.15,273.22,701,307046,1.52,1.52,1.50,1.32,-1.20,0.65,-2.00,81.15,0.31,1.97,119.29,0.03,43.84,1745.11,2.75
3.19,38.80,2.06,41.81,1.37,154.10,0.15,273.21,701,307048,1.67,1.67,1.53,1.37,-1.24,0.60,-2.00,81.31,0.30,1.97,119.29,0.03,43.84,1745.11,2.75
3.18,38.64,2.05,41.98,1.37,154.04,0.15,273.20,701,307048,1.83,1.83,1.52,1.37,-1.23,0.60,-2.00,81.47,0.30,1.97,119.29,0.03,43.84,1745.11,2.75
3.16,38.48,2.04,37.33,1.37,149.13,0.18,278.02,701,307048,2.00,2.00,1.62,1.24,-1.17,0.70,-1.99,76.81,0.45,1.94,119.29,0.03,43.84,1745.11,2.75
3.13,38.30,2.03,37.52,1.36,149.04,0.18,278.00,701,307048,2.18,2.18,1.61,1.24,-1.17,0.70,-1.99,76.99,0.45,1.94,119.29,0.03,43.84,1745.11,2.75
3.10,38.12,2.13,39.22,1.35,153.93,0.18,277.98,701,307051,2.35,2.35,1.65,1.35,-1.21,0.59,-1.99,77.17,0.44,1.94,119.29,0.03,43.84,1745.11,2.75
3.07,37.94,2.12,39.40,1.34,153.85,0.18,277.96,701,307051,2.42,2.53,1.64,1.35,-1.21,0.59,-1.99,77.35,0.44,1.94,119.29,0.03,43.84,1745.11,2.75
3.03,37.79,2.11,35.91,1.34,150.12,0.14,281.60,701,307051,2.26,2.69,1.71,1.24,-1.16,0.67,-1.99,73.86,0.55,1.91,119.29,0.03,43.84,1745.11,2.75
3.00,37.65,2.11,35.94,1.34,150.24,0.14,281.57,701,307052,2.11,2.83,1.71,1.24,-1.17,0.67,-1.99,74.00,0.55,1.91,119.29,0.03,43.84,1659.94,2.75
2.96,37.52,2.11,31.56,1.34,145.67,0.13,286.05,701,307052,1.98,2.97,1.80,1.10,-1.11,0.76,-1.99,69.63,0.69,1.86,119.29,0.03,43.84,1659.94,2.75
2.91,37.39,2.10,31.67,1.34,145.59,0.13,286.02,701,307052,1.85,3.10,1.79,1.10,-1.11,0.76,-1.98,69.76,0.69,1.86,119.29,0.03,43.84,1659.94,2.75
2.87,37.26,2.20,32.86,1.35,150.26,0.13,285.99,701,307053,1.71,3.24,1.85,1.19,-1.17,0.67,-1.98,69.89,0.68,1.86,119.29,0.03,43.84,1659.94,2.75
2.82,37.14,2.19,32.97,1.34,150.20,0.13,285.97,701,307053,1.58,3.37,1.84,1.19,-1.17,0.67,-1.98,70.02,0.68,1.86,119.29,0.03,43.84,1659.94,2.75
2.77,37.02,2.19,28.99,1.34,146.06,0.10,290.02,701,307053,1.46,3.49,1.91,1.06,-1.11,0.75,-1.98,66.06,0.80,1.81,119.29,0.02,43.84,1659.94,2.75
2.73,36.92,2.18,29.07,1.34,146.00,0.10,289.99,701,307053,1.36,3.59,1.91,1.06,-1.11,0.75,-1.98,66.16,0.80,1.81,119.29,0.02,43.84,1659.94,2.75
2.68,36.83,2.45,33.03,1.35,159.57,0.10,289.96,701,307055,1.25,3.69,2.06,1.34,-1.26,0.47,-1.98,66.26,0.80,1.81,119.29,0.02,43.84,1659.94,2.75
2.64,36.73,2.45,33.11,1.35,159.54,0.10,289.94,701,307055,1.15,3.80,2.05,1.34,-1.26,0.47,-1.97,66.36,0.79,1.81,119.29,0.02,43.84,1659.94,2.75
