trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
2.86,41.33,0.00,0.00,1.99,-168.58,0.14,196.08,701,307,0.07,0.07,0.00,0.00,-1.95,-0.39,1.99,-168.58,-1.95,-0.39,109.15,0.00,68.15,2065.88,2.63
3.03,41.29,0.00,0.00,2.00,-168.62,0.14,196.19,701,307,0.20,0.20,0.00,0.00,-1.96,-0.39,2.00,-168.62,-1.96,-0.39,109.15,0.00,736.49,2065.88,2.63
3.21,41.26,-0.38,125.28,1.88,-157.95,0.14,196.31,701,307036,0.34,0.34,-0.22,0.31,-1.74,-0.71,2.00,-168.65,-1.96,-0.39,109.15,0.00,736.49,2065.88,2.63
3.38,41.22,-0.38,125.95,1.88,-157.96,0.14,196.42,701,307036,0.48,0.48,-0.22,0.31,-1.74,-0.71,2.01,-168.69,-1.97,-0.39,109.15,0.00,736.49,2065.88,2.63
3.50,41.16,0.38,82.49,1.88,157.99,0.09,240.55,701,307036,0.59,0.59,0.05,0.38,-1.75,0.71,2.01,147.27,-1.69,1.09,109.15,0.00,736.49,2065.88,2.63
3.57,41.06,0.38,83.18,1.88,157.99,0.14,240.60,701,307036,0.71,0.71,0.05,0.38,-1.75,0.71,2.02,147.35,-1.70,1.09,109.15,0.00,736.49,2065.88,2.63
3.67,40.93,0.38,84.03,1.88,158.00,0.14,240.66,701,307036,0.85,0.85,0.04,0.38,-1.75,0.71,2.02,147.46,-1.71,1.09,109.15,0.00,736.49,2065.88,2.63
3.76,40.81,0.38,84.88,1.88,158.01,0.14,240.72,701,307036,0.99,0.99,0.03,0.38,-1.75,0.71,2.03,147.56,-1.71,1.09,142.34,0.00,736.49,2065.88,2.29
3.86,40.67,1.30,62.81,2.31,-178.21,0.17,240.79,701,307043,1.15,1.15,0.59,1.16,-2.31,-0.07,2.04,147.66,-1.72,1.09,197.36,0.01,736.49,2065.88,2.94
3.97,40.52,1.30,63.08,2.32,-178.21,0.17,240.86,701,307043,1.32,1.32,0.59,1.16,-2.31,-0.07,2.04,147.78,-1.73,1.09,197.36,0.01,736.49,2065.88,2.94
4.08,40.37,1.29,63.35,2.32,-178.21,0.17,240.93,701,307043,1.50,1.50,0.58,1.16,-2.32,-0.07,2.05,147.90,-1.74,1.09,197.36,0.01,736.49,2065.88,2.94
4.16,40.21,1.29,44.37,2.32,162.58,0.16,260.20,701,307043,1.66,1.66,0.92,0.90,-2.21,0.69,2.05,128.82,-1.29,1.60,197.36,0.02,736.49,2065.88,2.94
4.19,40.05,1.29,44.57,2.32,162.58,0.16,260.22,701,307043,1.83,1.83,0.92,0.90,-2.21,0.69,2.06,128.98,-1.30,1.60,197.36,0.02,736.49,2065.88,2.94
4.23,39.89,1.65,48.41,2.42,171.36,0.16,260.24,701,307046,1.99,1.99,1.09,1.23,-2.40,0.36,2.06,129.14,-1.30,1.60,197.36,0.02,736.49,2065.88,2.94
4.26,39.73,1.64,48.58,2.42,171.36,0.16,260.27,701,307046,2.15,2.15,1.09,1.23,-2.40,0.36,2.07,129.30,-1.31,1.60,197.36,0.02,736.49,2065.88,2.94
4.28,39.57,1.64,36.95,2.43,159.58,0.16,272.06,701,307046,2.32,2.32,1.31,0.98,-2.27,0.85,2.07,117.69,-0.96,1.83,197.36,0.02,736.49,2065.88,2.94
4.27,39.41,1.63,37.09,2.43,159.59,0.16,272.05,701,307046,2.48,2.48,1.30,0.98,-2.27,0.85,2.08,117.87,-0.97,1.83,197.36,0.02,736.49,2065.88,2.94
4.26,39.24,1.69,37.92,2.44,161.14,0.16,272.05,701,307048,2.64,2.64,1.34,1.04,-2.31,0.79,2.08,118.05,-0.98,1.83,142.34,0.02,736.49,2065.88,2.29
4.26,39.08,1.69,38.06,2.45,161.15,0.16,272.04,701,307048,2.80,2.80,1.33,1.04,-2.31,0.79,2.08,118.22,-0.98,1.83,142.34,0.02,736.49,2065.88,2.29
4.24,38.90,1.68,33.29,2.45,156.25,0.19,276.94,701,307048,2.98,2.98,1.41,0.92,-2.24,0.99,2.09,113.51,-0.83,1.91,142.34,0.03,736.49,2065.88,2.29
4.21,38.71,1.67,33.44,2.45,156.26,0.19,276.92,701,307048,3.12,3.18,1.40,0.92,-2.24,0.99,2.09,113.73,-0.84,1.91,142.34,0.03,736.49,2065.88,2.29
4.18,38.52,1.77,35.76,2.45,159.02,0.19,276.90,701,307051,2.93,3.37,1.43,1.03,-2.28,0.88,2.09,113.95,-0.85,1.91,142.34,0.03,736.49,2065.88,2.29
4.15,38.33,1.76,35.91,2.45,159.03,0.19,276.88,701,307051,2.74,3.56,1.43,1.03,-2.29,0.88,2.10,114.17,-0.86,1.91,142.34,0.03,736.49,2065.88,2.29
4.12,38.16,1.75,31.33,2.45,154.34,0.14,281.57,701,307051,2.57,3.73,1.50,0.91,-2.21,1.06,2.10,109.66,-0.71,1.98,142.34,0.02,736.49,2065.88,2.29
4.08,38.02,1.76,31.32,2.46,154.44,0.14,281.54,701,307052,2.43,3.87,1.50,0.91,-2.22,1.06,2.10,109.82,-0.71,1.98,142.34,0.02,736.49,2065.88,2.29
4.04,37.88,1.75,29.63,2.46,152.66,0.14,283.30,701,307052,2.28,4.01,1.52,0.87,-2.18,1.13,2.10,108.20,-0.66,2.00,142.34,0.02,736.49,2065.88,2.29
4.00,37.74,1.75,29.73,2.46,152.67,0.14,283.28,701,307052,2.14,4.16,1.52,0.87,-2.18,1.13,2.11,108.37,-0.66,2.00,142.34,0.02,736.49,2065.88,2.29
3.96,37.60,1.84,31.41,2.47,155.25,0.14,283.25,701,307053,2.00,4.30,1.57,0.96,-2.24,1.03,2.11,108.53,-0.67,2.00,142.34,0.03,736.49,2065.88,2.29
3.91,37.46,1.84,31.50,2.47,155.26,0.14,283.23,701,307053,1.85,4.45,1.57,0.96,-2.24,1.03,2.11,108.70,-0.68,2.00,142.34,0.03,736.49,2065.88,2.29
3.87,37.32,1.83,32.42,2.47,156.09,0.14,282.38,701,307053,1.71,4.59,1.55,0.98,-2.26,1.00,2.11,109.69,-0.71,1.99,142.34,0.03,736.49,2065.88,2.29
3.84,37.18,1.83,32.52,2.47,156.09,0.14,282.35,701,307053,1.56,4.74,1.54,0.98,-2.26,1.00,2.11,109.85,-0.72,1.99,142.34,0.03,68.15,2065.88,2.29
