trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
4.61,43.17,-0.30,108.02,1.67,-129.69,0.03,182.55,701,307,0.01,0.01,-0.09,0.28,-1.07,-1.28,1.53,-138.99,-1.16,-1.01,3.55,0.00,18.45,329.94,1.20
4.73,43.13,0.30,76.09,1.67,-161.10,0.17,213.95,701,307,0.11,0.11,0.07,0.29,-1.58,-0.54,1.54,-170.35,-1.51,-0.26,3.55,0.00,18.45,329.94,1.20
4.91,43.03,0.30,75.05,1.69,-161.23,0.17,214.08,701,307,0.28,0.28,0.08,0.29,-1.60,-0.54,1.54,-170.39,-1.52,-0.26,3.55,0.00,18.45,329.94,1.20
5.08,42.95,0.36,-67.11,1.67,177.62,0.12,214.19,701,307036,0.42,0.42,0.14,-0.33,-1.66,0.07,1.55,-170.42,-1.52,-0.26,3.55,0.00,18.45,329.94,1.20
5.21,42.89,0.36,-67.42,1.67,177.62,0.12,214.28,701,307036,0.54,0.54,0.14,-0.33,-1.67,0.07,1.55,-170.45,-1.53,-0.26,3.55,0.00,18.45,329.94,1.20
5.33,42.83,0.35,-67.70,1.67,177.62,0.09,214.36,701,307036,0.64,0.64,0.13,-0.33,-1.67,0.07,1.55,-170.47,-1.53,-0.26,3.55,0.00,18.45,329.94,1.20
5.51,42.77,0.35,-51.53,1.67,-165.88,0.19,197.97,701,307036,0.79,0.79,0.22,-0.28,-1.62,-0.41,1.56,-154.03,-1.40,-0.68,3.55,0.00,18.45,329.94,1.20
5.76,42.71,0.46,-47.78,1.75,-168.62,0.19,198.14,701,307037,0.98,0.98,0.31,-0.34,-1.72,-0.35,1.57,-154.14,-1.41,-0.68,3.55,0.00,18.45,329.94,1.20
5.93,42.67,0.46,-50.58,1.75,-171.21,0.07,200.83,701,307037,1.11,1.11,0.29,-0.35,-1.73,-0.27,1.57,-156.79,-1.44,-0.62,3.55,0.00,18.45,329.94,1.20
6.02,42.64,0.48,-23.46,1.93,-167.12,0.07,200.90,701,307038,1.19,1.19,0.44,-0.19,-1.88,-0.43,1.57,-156.83,-1.45,-0.62,3.55,0.00,18.45,329.94,1.20
6.13,42.62,0.48,-18.08,1.93,-161.69,0.09,195.53,701,307038,1.27,1.27,0.45,-0.15,-1.84,-0.61,1.58,-151.44,-1.38,-0.75,3.55,0.00,18.45,329.94,1.20
6.24,42.59,0.35,8.69,1.91,-154.97,0.09,195.61,701,307039,1.36,1.36,0.34,0.05,-1.73,-0.81,1.58,-151.50,-1.39,-0.75,3.55,0.00,18.45,329.94,1.20
6.35,42.58,0.34,20.89,1.91,-142.84,0.06,183.53,701,307039,1.43,1.43,0.32,0.12,-1.52,-1.15,1.58,-139.41,-1.20,-1.03,3.55,0.00,18.45,329.94,1.20
6.43,42.58,0.53,22.92,2.09,-143.80,0.06,183.59,701,307040,1.50,1.50,0.49,0.21,-1.69,-1.24,1.58,-139.46,-1.20,-1.03,3.55,0.00,18.45,329.94,1.20
6.55,42.56,0.53,14.55,2.10,-152.24,0.11,192.09,701,307040,1.59,1.59,0.51,0.13,-1.85,-0.98,1.59,-147.95,-1.34,-0.84,3.55,0.00,18.45,329.94,1.20
6.70,42.54,0.63,11.43,2.19,-153.75,0.11,192.19,701,307041,1.70,1.70,0.62,0.12,-1.96,-0.97,1.59,-148.03,-1.35,-0.84,3.55,0.00,18.45,329.94,1.20
6.87,42.49,0.63,-2.18,2.19,-167.40,0.15,205.93,701,307041,1.83,1.83,0.63,-0.02,-2.14,-0.48,1.59,-161.73,-1.51,-0.50,3.55,0.00,18.45,329.94,1.20
7.05,42.43,0.56,26.62,2.15,-159.57,0.15,206.05,701,307042,1.98,1.98,0.50,0.25,-2.02,-0.75,1.60,-161.79,-1.52,-0.50,3.55,0.00,18.45,329.94,1.20
7.25,42.35,0.55,22.23,2.15,-164.11,0.19,210.70,701,307042,2.15,2.15,0.51,0.21,-2.07,-0.59,1.60,-166.37,-1.56,-0.38,3.55,0.00,18.45,329.94,1.20
7.47,42.25,0.81,11.67,2.43,-167.00,0.19,210.85,701,307043,2.34,2.34,0.80,0.16,-2.36,-0.55,1.61,-166.43,-1.57,-0.38,3.55,0.00,18.45,329.94,1.20
7.66,42.16,0.81,5.94,2.43,-172.79,0.16,216.75,701,307043,2.51,2.51,0.81,0.08,-2.41,-0.30,1.62,-172.24,-1.60,-0.22,3.55,0.00,18.45,329.94,1.20
7.83,42.06,0.98,7.05,2.60,-172.46,0.16,216.86,701,307044,2.67,2.67,0.97,0.12,-2.58,-0.34,1.62,-172.27,-1.61,-0.22,3.55,0.00,18.45,329.94,1.20
7.97,41.96,0.97,-11.55,2.60,168.94,0.13,235.55,701,307044,2.81,2.81,0.95,-0.20,-2.56,0.50,1.63,169.14,-1.60,0.31,3.55,0.00,18.45,329.94,1.20
8.06,41.86,0.97,-11.57,2.61,168.95,0.13,235.62,701,307044,2.94,2.94,0.95,-0.20,-2.56,0.50,1.63,169.17,-1.60,0.31,3.55,0.00,18.45,329.94,1.20
