trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
3.09,41.64,0.00,0.00,1.99,-172.65,0.15,199.82,701,307,0.08,0.08,0.00,0.00,-1.97,-0.25,1.99,-172.65,-1.97,-0.25,121.48,0.00,748.03,2480.90,2.76
3.28,41.59,0.00,0.00,2.00,-172.68,0.15,199.95,701,307,0.23,0.23,0.00,0.00,-1.98,-0.25,2.00,-172.68,-1.98,-0.25,121.48,0.00,748.03,2480.90,2.76
3.46,41.54,-0.39,123.14,1.87,-161.86,0.15,200.08,701,307036,0.38,0.38,-0.21,0.32,-1.78,-0.58,2.00,-172.70,-1.99,-0.25,121.48,0.00,748.03,2480.90,2.76
3.65,41.49,-0.39,123.88,1.87,-161.87,0.15,200.20,701,307036,0.53,0.53,-0.22,0.32,-1.78,-0.58,2.01,-172.73,-1.99,-0.25,121.48,0.00,748.03,2480.90,2.76
3.79,41.42,0.39,89.09,1.87,162.68,0.10,235.74,701,307036,0.65,0.65,0.01,0.39,-1.79,0.56,2.02,151.84,-1.78,0.95,121.48,0.00,748.03,2480.90,2.76
3.89,41.31,0.39,89.86,1.87,162.69,0.16,235.80,701,307036,0.79,0.79,0.00,0.39,-1.79,0.56,2.02,151.92,-1.78,0.95,121.48,0.00,748.03,2480.90,2.76
4.01,41.18,-0.39,90.81,1.87,162.70,0.16,235.88,701,307036,0.95,0.95,-0.01,0.39,-1.79,0.56,2.03,152.02,-1.79,0.95,121.48,0.00,748.03,6632.72,2.76
4.13,41.04,-0.39,91.76,1.87,162.71,0.16,235.96,701,307036,1.11,1.11,-0.01,0.39,-1.79,0.56,2.04,152.12,-1.80,0.95,121.48,0.00,748.03,6632.72,2.76
4.26,40.89,1.31,68.50,2.30,-173.33,0.20,236.05,701,307043,1.29,1.29,0.48,1.21,-2.28,-0.27,2.04,152.23,-1.81,0.95,121.48,0.01,748.03,6632.72,2.76
4.41,40.73,1.30,68.82,2.30,-173.34,0.20,236.14,701,307043,1.49,1.49,0.47,1.21,-2.29,-0.27,2.05,152.35,-1.82,0.95,194.53,0.01,748.03,6632.72,2.93
