trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
0.69,40.30,0.21,-68.05,0.65,-94.33,0.13,119.98,301,331010,0.06,0.06,0.08,-0.19,-0.05,-0.65,-0.84,-88.12,0.03,-0.84,117.15,0.00,44.33,831.87,2.73
0.78,40.41,0.21,-68.03,0.65,-94.33,0.13,120.03,301,331010,0.19,0.19,0.08,-0.19,-0.05,-0.65,-0.84,-88.11,0.03,-0.84,117.15,0.00,44.33,831.87,2.73
0.86,40.52,0.23,-51.84,0.67,-99.96,0.13,120.09,301,331012,0.32,0.32,0.14,-0.18,-0.12,-0.66,-0.84,-88.10,0.03,-0.84,117.15,0.00,44.33,831.87,2.73
0.95,40.63,0.23,-51.84,0.67,-99.95,0.13,120.14,301,331012,0.45,0.45,0.14,-0.18,-0.12,-0.66,-0.84,-88.09,0.03,-0.84,117.15,0.00,44.33,831.87,2.73
1.05,40.74,0.23,-65.61,0.67,-113.70,0.14,133.98,301,331012,0.58,0.58,0.10,-0.21,-0.27,-0.61,0.84,-101.84,-0.17,-0.82,117.15,0.00,44.33,831.87,2.73
1.18,40.84,0.23,-65.61,0.67,-113.69,0.14,134.06,301,331012,0.72,0.72,0.10,-0.21,-0.27,-0.61,0.84,-101.83,-0.17,-0.82,117.15,0.00,44.33,831.87,2.73
1.31,40.94,0.23,-65.61,0.67,-113.68,0.14,134.15,301,331012,0.86,0.86,0.10,-0.21,-0.27,-0.61,0.84,-101.82,-0.17,-0.82,117.15,0.00,44.33,831.87,2.73
1.44,41.04,0.20,-38.85,0.77,-115.46,0.14,134.23,301,331014,1.00,1.00,0.16,-0.13,-0.33,-0.70,0.84,-101.81,-0.17,-0.82,117.15,0.00,44.33,831.87,2.73
1.57,41.14,0.20,-38.85,0.77,-115.45,0.14,134.32,301,331014,1.14,1.14,0.16,-0.13,-0.33,-0.70,0.84,-101.80,-0.17,-0.82,114.84,0.00,44.33,1932.96,2.73
1.70,41.24,0.20,-38.85,0.77,-115.44,0.14,134.40,301,331014,1.28,1.28,0.16,-0.13,-0.33,-0.70,0.84,-101.79,-0.17,-0.82,114.84,0.00,44.33,1932.96,2.73
1.82,41.35,0.20,-29.33,0.77,-105.92,0.15,124.97,301,331014,1.42,1.42,0.18,-0.10,-0.21,-0.74,0.84,-92.27,-0.03,-0.84,114.84,0.00,44.33,1932.96,2.73
1.93,41.47,0.20,-29.33,0.77,-105.91,0.15,125.04,301,331014,1.57,1.57,0.18,-0.10,-0.21,-0.74,0.84,-92.25,-0.03,-0.84,114.84,0.00,44.33,1932.96,2.73
2.04,41.59,0.33,-19.31,0.81,-114.89,0.15,125.12,301,331016,1.71,1.71,0.31,-0.11,-0.34,-0.73,0.84,-92.24,-0.03,-0.84,114.84,0.00,44.33,1932.96,2.73
2.15,41.70,0.33,-19.31,0.81,-114.88,0.15,125.19,301,331016,1.86,1.86,0.31,-0.11,-0.34,-0.73,0.84,-92.23,-0.03,-0.84,114.84,0.00,44.33,1932.96,2.73
2.27,41.81,0.33,-26.24,0.81,-121.80,0.13,132.20,301,331016,1.99,1.99,0.29,-0.14,-0.43,-0.69,0.84,-99.15,-0.13,-0.83,114.84,0.00,7.25,1932.96,2.73
2.38,41.90,0.33,-26.24,0.81,-121.79,0.13,132.28,301,331016,2.12,2.12,0.29,-0.14,-0.43,-0.69,0.84,-99.14,-0.13,-0.83,111.41,0.00,7.25,303.74,2.74
2.50,42.00,0.39,-21.57,0.85,-125.67,0.13,132.35,301,331018,2.25,2.25,0.36,-0.14,-0.49,-0.69,0.84,-99.13,-0.13,-0.83,111.41,0.00,7.25,303.74,2.74
2.61,42.09,0.39,-21.57,0.85,-125.66,0.13,132.43,301,331018,2.37,2.37,0.36,-0.14,-0.49,-0.69,0.84,-99.12,-0.13,-0.83,111.41,0.00,7.25,303.74,2.74
2.75,42.18,0.39,-34.20,0.85,-138.28,0.14,145.15,301,331018,2.51,2.51,0.32,-0.22,-0.63,-0.56,0.84,-111.73,-0.31,-0.78,111.41,0.01,7.25,303.74,2.74
2.91,42.26,0.39,-34.20,0.85,-138.27,0.14,145.26,301,331018,2.65,2.65,0.32,-0.22,-0.63,-0.56,0.84,-111.72,-0.31,-0.78,111.41,0.01,7.25,303.74,2.74
3.07,42.35,0.41,-25.91,0.91,-138.59,0.14,145.36,301,331021,2.80,2.80,0.37,-0.18,-0.68,-0.60,0.84,-111.71,-0.31,-0.78,111.41,0.01,7.25,303.74,2.74
3.23,42.43,0.41,-25.91,0.91,-138.58,0.14,145.47,301,331021,2.94,2.94,0.37,-0.18,-0.68,-0.60,0.84,-111.70,-0.31,-0.78,111.41,0.01,7.25,303.74,2.74
3.40,42.50,0.41,-33.12,0.91,-145.78,0.15,152.80,301,331021,3.09,3.09,0.34,-0.23,-0.75,-0.51,0.84,-118.90,-0.41,-0.74,111.41,0.01,7.25,303.74,2.74
3.58,42.57,0.41,-33.12,0.91,-145.78,0.15,152.92,301,331021,3.24,3.24,0.34,-0.23,-0.75,-0.51,0.84,-118.89,-0.41,-0.74,111.41,0.01,7.25,303.74,2.74
3.77,42.64,0.40,-24.59,0.96,-143.43,0.15,153.04,301,331023,3.39,3.39,0.36,-0.17,-0.77,-0.57,0.84,-118.87,-0.41,-0.74,111.41,0.01,7.25,303.74,2.74
3.95,42.71,0.40,-24.59,0.96,-143.42,0.15,153.16,301,331023,3.54,3.54,0.36,-0.17,-0.77,-0.57,0.84,-118.86,-0.41,-0.74,111.41,0.01,7.25,303.74,2.74
4.11,42.77,0.40,-26.03,0.96,-144.86,0.12,154.72,301,331023,3.68,3.68,0.36,-0.17,-0.78,-0.55,0.84,-120.30,-0.42,-0.73,111.41,0.00,7.25,303.74,2.74
4.26,42.82,0.40,-26.03,0.96,-144.85,0.12,154.82,301,331023,3.80,3.80,0.36,-0.17,-0.78,-0.55,0.84,-120.29,-0.42,-0.73,111.41,0.00,7.25,303.74,2.74
4.41,42.87,0.42,-23.45,0.98,-145.18,0.12,154.92,301,331024,3.92,3.92,0.38,-0.17,-0.80,-0.56,0.84,-120.28,-0.42,-0.73,111.41,0.01,7.25,303.74,2.74
4.56,42.92,0.42,-23.45,0.98,-145.17,0.12,155.03,301,331024,4.04,4.04,0.38,-0.17,-0.80,-0.56,0.84,-120.27,-0.42,-0.73,111.41,0.01,7.25,303.74,2.74
4.74,42.97,0.42,-28.09,0.98,-149.81,0.16,159.79,301,331024,4.18,4.18,0.37,-0.20,-0.85,-0.49,0.84,-124.90,-0.48,-0.69,111.41,0.01,7.25,303.74,2.74
4.94,43.03,0.42,-28.09,0.98,-149.81,0.16,159.93,301,331024,4.34,4.34,0.37,-0.20,-0.85,-0.49,0.84,-124.89,-0.48,-0.69,111.41,0.01,7.25,303.74,2.74
5.14,43.08,0.39,-9.07,1.07,-144.01,0.16,160.06,301,331025,4.49,4.49,0.38,-0.06,-0.86,-0.63,0.84,-124.87,-0.48,-0.69,111.41,0.01,7.25,303.74,2.74
5.34,43.13,0.39,-9.07,1.07,-144.00,0.16,160.20,301,331025,4.65,4.65,0.38,-0.06,-0.86,-0.63,0.84,-124.86,-0.48,-0.69,111.41,0.01,7.25,303.74,2.74
5.53,43.18,0.39,-14.96,1.07,-149.89,0.14,166.23,301,331025,4.79,4.79,0.38,-0.10,-0.92,-0.54,0.84,-130.74,-0.55,-0.64,111.41,0.01,7.25,303.74,2.74
5.72,43.21,0.39,-14.96,1.07,-149.88,0.14,166.36,301,331025,4.94,4.94,0.38,-0.10,-0.92,-0.54,0.84,-130.73,-0.55,-0.64,111.41,0.01,7.25,303.74,2.74
5.91,43.24,0.37,-5.88,1.10,-146.97,0.14,166.49,301,331026,5.08,5.08,0.37,-0.04,-0.92,-0.60,0.84,-130.72,-0.55,-0.64,111.41,0.01,7.25,303.74,2.74
6.10,43.28,0.37,-5.88,1.10,-146.96,0.14,166.61,301,331026,5.22,5.22,0.37,-0.04,-0.92,-0.60,0.84,-130.71,-0.55,-0.64,111.41,0.01,7.25,303.74,2.74
6.30,43.31,0.37,-9.49,1.10,-150.57,0.16,170.37,301,331026,5.37,5.37,0.37,-0.06,-0.95,-0.54,0.84,-134.32,-0.59,-0.60,111.41,0.01,7.25,303.74,2.74
6.53,43.33,0.37,-9.49,1.10,-150.56,0.16,170.53,301,331026,5.33,5.54,0.37,-0.06,-0.95,-0.54,0.84,-134.30,-0.59,-0.60,111.41,0.01,7.25,303.74,2.74
6.75,43.36,0.37,-9.49,1.10,-150.56,0.16,170.68,301,331026,5.17,5.70,0.37,-0.06,-0.95,-0.54,0.84,-134.29,-0.59,-0.60,111.41,0.01,7.25,303.74,2.74
6.97,43.39,0.36,12.26,1.16,-144.17,0.16,170.83,301,331028,5.00,5.86,0.35,0.08,-0.94,-0.68,0.84,-134.28,-0.59,-0.60,111.41,0.01,7.25,303.74,2.74
7.19,43.41,0.36,12.26,1.16,-144.16,0.16,170.98,301,331028,4.84,6.03,0.35,0.08,-0.94,-0.68,0.84,-134.26,-0.58,-0.60,111.41,0.01,7.25,303.74,2.74
7.42,43.44,0.36,12.26,1.16,-144.16,0.16,171.14,301,331028,4.67,6.19,0.35,0.08,-0.94,-0.68,0.84,-134.25,-0.58,-0.60,111.41,0.01,7.25,303.74,2.74
7.61,43.46,0.36,7.73,1.16,-148.68,0.12,175.80,301,331028,4.53,6.33,0.36,0.05,-0.99,-0.60,0.84,-138.77,-0.63,-0.55,111.41,0.00,7.25,303.74,2.74
7.77,43.46,0.36,7.73,1.15,-148.67,0.12,175.91,301,331028,4.41,6.45,0.36,0.05,-0.99,-0.60,0.84,-138.76,-0.63,-0.55,111.41,0.00,7.25,303.74,2.74
7.94,43.47,0.33,2.84,1.11,-149.30,0.12,176.02,301,331029,4.29,6.57,0.33,0.02,-0.96,-0.57,0.84,-138.75,-0.63,-0.55,111.41,0.00,7.25,303.74,2.74
8.10,43.48,0.33,2.84,1.11,-149.30,0.12,176.14,301,331029,4.17,6.69,0.33,0.02,-0.96,-0.57,0.84,-138.74,-0.63,-0.55,111.41,0.00,7.25,303.74,2.74
8.27,43.49,0.33,-0.30,1.11,-152.43,0.13,179.39,301,331029,4.05,6.81,0.33,-0.00,-0.99,-0.52,0.84,-141.86,-0.66,-0.52,111.41,0.00,7.25,303.74,2.74
8.45,43.49,0.33,-0.30,1.11,-152.42,0.13,179.51,301,331029,3.92,6.94,0.33,-0.00,-0.99,-0.52,0.84,-141.85,-0.66,-0.52,111.41,0.00,7.25,303.74,2.74
8.63,43.49,0.30,-12.41,1.06,-154.65,0.13,179.63,301,331030,3.79,7.07,0.30,-0.07,-0.95,-0.45,0.84,-141.84,-0.66,-0.52,111.41,0.00,7.25,303.74,2.74
8.80,43.49,0.30,-12.40,1.05,-154.64,0.13,179.76,301,331030,3.66,7.20,0.30,-0.07,-0.95,-0.45,0.84,-141.83,-0.66,-0.52,111.41,0.00,7.25,303.74,2.74
9.02,43.48,0.30,-17.07,1.05,-159.30,0.18,184.57,301,331030,3.51,7.36,0.29,-0.09,-0.99,-0.37,0.84,-146.48,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
9.27,43.47,0.30,-17.07,1.05,-159.30,0.18,184.74,301,331030,3.33,7.54,0.29,-0.09,-0.99,-0.37,0.84,-146.47,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
9.52,43.45,0.30,-17.06,1.05,-159.29,0.18,184.91,301,331030,3.14,7.72,0.29,-0.09,-0.99,-0.37,0.84,-146.46,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
9.77,43.43,0.31,23.50,1.14,-149.13,0.18,185.09,301,331046,2.96,7.90,0.28,0.12,-0.98,-0.58,0.84,-146.44,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
10.02,43.42,0.31,23.50,1.14,-149.13,0.18,185.26,301,331046,2.78,8.09,0.28,0.12,-0.98,-0.58,0.83,-146.43,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
10.27,43.40,0.31,23.50,1.14,-149.12,0.18,185.43,301,331046,2.60,8.27,0.28,0.12,-0.98,-0.58,0.83,-146.41,-0.70,-0.46,111.41,0.01,7.25,303.74,2.74
10.49,43.37,0.31,13.32,1.14,-159.28,0.14,195.75,301,331046,2.43,8.43,0.30,0.07,-1.06,-0.40,0.83,-156.57,-0.77,-0.33,111.41,0.00,7.25,303.74,2.74
10.68,43.33,0.26,-1.11,1.08,-162.40,0.14,195.88,301,331047,2.29,8.58,0.26,-0.01,-1.03,-0.33,0.83,-156.56,-0.77,-0.33,109.99,0.00,7.25,297.36,2.73
10.90,43.29,0.26,2.04,1.08,-159.25,0.19,192.89,301,331047,2.12,8.74,0.26,0.01,-1.01,-0.38,0.83,-153.40,-0.75,-0.37,109.99,0.01,7.25,297.36,2.73
11.15,43.25,0.27,18.16,1.10,-155.45,0.19,193.06,301,331048,1.93,8.93,0.25,0.08,-1.00,-0.46,0.83,-153.39,-0.74,-0.37,109.99,0.01,7.25,297.36,2.73
11.37,43.21,0.27,17.35,1.10,-156.24,0.14,194.01,301,331048,1.77,9.10,0.26,0.08,-1.01,-0.44,0.83,-154.18,-0.75,-0.36,109.99,0.00,7.25,297.36,2.73
11.56,43.18,0.27,24.02,1.10,-154.61,0.14,194.14,301,331050,1.63,9.24,0.24,0.11,-0.99,-0.47,0.83,-154.17,-0.75,-0.36,110.00,0.00,7.13,292.00,2.73
11.77,43.13,0.27,15.92,1.10,-162.70,0.17,202.37,301,331050,1.47,9.39,0.26,0.07,-1.05,-0.33,0.83,-162.25,-0.79,-0.25,110.00,0.00,7.13,292.00,2.73
11.98,43.06,0.27,29.51,1.10,-159.35,0.17,202.52,301,331052,1.30,9.56,0.24,0.13,-1.03,-0.39,0.83,-162.25,-0.79,-0.25,110.00,0.00,7.13,292.00,2.73
12.19,43.03,0.27,49.27,1.10,-139.57,0.15,182.89,301,331052,1.14,9.73,0.18,0.21,-0.84,-0.71,0.83,-142.46,-0.66,-0.51,110.00,0.00,7.13,292.00,2.73
