trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
5.25,43.52,-0.27,145.70,1.49,-128.18,0.03,181.53,701,307,0.01,0.01,-0.23,0.15,-0.92,-1.17,1.54,-138.34,-1.15,-1.02,7.29,0.00,47.34,372.17,1.36
5.34,43.50,-0.27,116.85,1.50,-156.73,0.11,210.05,701,307,0.08,0.08,-0.12,0.24,-1.37,-0.59,1.54,-166.83,-1.50,-0.35,7.29,0.00,47.34,372.17,1.36
5.47,43.44,-0.27,116.17,1.50,-156.84,0.11,210.14,701,307,0.19,0.19,-0.12,0.24,-1.38,-0.59,1.54,-166.86,-1.50,-0.35,7.29,0.00,47.34,372.17,1.36
5.63,43.37,-0.36,-90.41,1.50,179.63,0.17,210.25,701,307036,0.33,0.33,-0.00,-0.36,-1.50,0.01,1.55,-166.91,-1.51,-0.35,7.29,0.00,47.34,372.17,1.36
5.77,43.31,-0.36,-90.74,1.51,179.63,0.06,210.34,701,307036,0.44,0.44,-0.00,-0.36,-1.51,0.01,1.55,-166.94,-1.51,-0.35,7.29,0.00,47.34,372.17,1.36
5.92,43.28,0.36,-73.30,1.51,-162.61,0.18,192.67,701,307036,0.56,0.56,0.10,-0.35,-1.44,-0.45,1.55,-149.24,-1.34,-0.80,7.29,0.00,47.34,372.17,1.36
6.16,43.24,0.45,-63.79,1.59,-165.55,0.18,192.84,701,307037,0.74,0.74,0.20,-0.40,-1.54,-0.40,1.56,-149.36,-1.34,-0.80,7.29,0.00,47.34,372.17,1.36
6.36,43.21,0.44,-57.37,1.59,-158.84,0.11,186.24,701,307037,0.89,0.89,0.24,-0.37,-1.49,-0.57,1.57,-142.74,-1.25,-0.95,7.29,0.00,47.34,372.17,1.36
6.51,43.20,0.39,-27.75,1.77,-154.18,0.11,186.34,701,307038,0.99,0.99,0.34,-0.18,-1.59,-0.77,1.57,-142.83,-1.25,-0.95,7.29,0.00,47.34,372.17,1.36
6.66,43.17,0.38,-45.93,1.77,-172.19,0.13,204.43,701,307038,1.11,1.11,0.27,-0.28,-1.75,-0.24,1.57,-160.89,-1.49,-0.51,7.29,0.00,47.34,372.17,1.36
6.81,43.12,0.20,-18.11,1.74,-164.84,0.13,204.54,701,307039,1.24,1.24,0.19,-0.06,-1.68,-0.45,1.58,-160.94,-1.49,-0.51,7.29,0.00,47.34,372.17,1.36
6.95,43.10,0.20,23.67,1.74,-123.07,0.09,162.83,701,307039,1.34,1.34,0.18,0.08,-0.95,-1.46,1.58,-119.22,-0.77,-1.38,7.29,0.00,47.34,372.17,1.36
7.06,43.13,0.37,35.30,1.93,-124.04,0.09,162.91,701,307040,1.43,1.43,0.31,0.22,-1.08,-1.60,1.58,-119.32,-0.77,-1.38,7.29,0.00,47.34,372.17,1.36
7.19,43.14,0.37,15.91,1.93,-143.59,0.11,182.51,701,307040,1.53,1.53,0.36,0.10,-1.55,-1.14,1.58,-138.93,-1.19,-1.04,7.29,0.00,47.34,372.17,1.36
7.35,43.13,0.47,13.57,2.02,-145.18,0.11,182.61,701,307041,1.64,1.64,0.46,0.11,-1.66,-1.15,1.59,-139.03,-1.20,-1.04,7.29,0.00,47.34,372.17,1.36
7.54,43.08,0.47,-16.24,2.02,-174.98,0.20,212.52,701,307041,1.80,1.80,0.45,-0.13,-2.02,-0.18,1.59,-168.89,-1.56,-0.31,7.29,0.00,47.34,372.17,1.36
7.77,42.97,0.39,23.30,1.98,-166.50,0.20,212.68,701,307042,2.00,2.00,0.36,0.15,-1.93,-0.46,1.60,-168.94,-1.57,-0.31,7.29,0.00,47.34,372.17,1.36
8.01,42.89,0.38,41.62,1.98,-148.50,0.19,194.80,701,307042,2.19,2.19,0.29,0.26,-1.69,-1.04,1.61,-150.98,-1.40,-0.78,7.29,0.00,47.34,372.17,1.36
8.26,42.85,0.64,26.99,2.25,-151.58,0.19,194.97,701,307043,2.38,2.38,0.57,0.29,-1.98,-1.07,1.61,-151.10,-1.41,-0.78,7.29,0.00,47.34,372.17,1.36
8.48,42.78,0.64,15.59,2.26,-163.13,0.17,206.63,701,307043,2.55,2.55,0.62,0.17,-2.16,-0.66,1.62,-162.70,-1.54,-0.48,7.29,0.00,47.34,372.17,1.36
8.69,42.71,0.81,17.11,2.43,-162.75,0.17,206.77,701,307044,2.72,2.72,0.77,0.24,-2.32,-0.72,1.62,-162.77,-1.55,-0.48,7.29,0.00,47.34,372.17,1.36
8.84,42.62,0.80,-9.92,2.43,170.21,0.13,233.92,701,307044,2.87,2.87,0.79,-0.14,-2.40,0.41,1.63,170.17,-1.61,0.28,7.29,0.00,47.34,372.17,1.36
8.95,42.51,0.80,-9.95,2.43,170.22,0.13,233.99,701,307044,3.01,3.01,0.79,-0.14,-2.40,0.41,1.63,170.20,-1.61,0.28,7.29,0.00,47.34,372.17,1.36
9.06,42.40,0.83,-3.16,2.47,172.52,0.13,234.07,701,307045,3.14,3.14,0.83,-0.05,-2.45,0.32,1.64,170.23,-1.61,0.28,7.29,0.00,47.34,372.17,1.36
9.16,42.29,0.83,-3.17,2.47,172.53,0.13,234.14,701,307045,3.28,3.28,0.83,-0.05,-2.45,0.32,1.64,170.26,-1.62,0.28,7.29,0.00,47.34,372.17,1.36
9.30,42.17,0.83,2.12,2.47,177.82,0.18,228.94,701,307045,3.43,3.43,0.83,0.03,-2.47,0.09,1.65,175.58,-1.64,0.13,7.29,0.00,47.34,372.17,1.36
9.45,42.03,0.82,2.13,2.48,177.83,0.18,229.04,701,307045,3.61,3.61,0.82,0.03,-2.47,0.09,1.66,175.59,-1.65,0.13,7.29,0.00,47.34,372.17,1.36
9.61,41.90,1.23,25.15,2.79,-171.83,0.18,229.15,701,307046,3.79,3.79,1.11,0.52,-2.77,-0.40,1.66,175.61,-1.66,0.13,7.29,0.01,47.34,372.17,1.36
9.77,41.76,1.22,25.22,2.80,-171.84,0.18,229.25,701,307046,3.97,3.97,1.11,0.52,-2.77,-0.40,1.67,175.63,-1.66,0.13,7.29,0.01,47.34,372.17,1.36
9.86,41.63,1.22,-3.60,2.80,159.32,0.13,258.16,701,307046,4.13,4.13,1.22,-0.08,-2.62,0.99,1.67,146.83,-1.40,0.92,7.29,0.01,47.34,372.17,1.36
9.90,41.50,1.22,-3.60,2.80,159.33,0.13,258.19,701,307046,4.26,4.26,1.22,-0.08,-2.62,0.99,1.68,146.92,-1.41,0.92,7.29,0.01,830.61,372.17,1.36
9.94,41.37,1.23,8.92,2.72,164.65,0.13,258.21,701,307047,4.40,4.40,1.22,0.19,-2.63,0.72,1.68,147.01,-1.41,0.92,7.29,0.01,830.61,372.17,1.36
9.97,41.23,1.23,8.94,2.73,164.66,0.13,258.24,701,307047,4.53,4.53,1.21,0.19,-2.63,0.72,1.69,147.10,-1.42,0.92,7.29,0.01,830.61,372.17,1.36
10.03,41.11,1.23,23.62,2.73,179.32,0.12,243.62,701,307047,4.66,4.66,1.12,0.49,-2.73,0.03,1.69,161.82,-1.61,0.53,7.29,0.00,830.61,372.17,1.36
10.10,41.01,1.22,23.66,2.73,179.32,0.12,243.67,701,307047,4.78,4.78,1.12,0.49,-2.73,0.03,1.69,161.87,-1.61,0.53,7.29,0.00,830.61,372.17,1.36
10.17,40.90,1.47,35.11,2.84,-173.47,0.12,243.71,701,307048,4.90,4.90,1.20,0.85,-2.82,-0.32,1.70,161.91,-1.61,0.53,7.29,0.00,830.61,372.17,1.36
10.24,40.79,1.47,35.16,2.84,-173.48,0.12,243.76,701,307048,5.02,5.02,1.20,0.85,-2.82,-0.32,1.70,161.96,-1.62,0.53,7.29,0.00,830.61,372.17,1.36
10.34,40.66,1.47,43.49,2.84,-165.23,0.18,235.57,701,307048,5.11,5.17,1.06,1.01,-2.75,-0.72,1.71,170.25,-1.68,0.29,7.29,0.01,830.61,6290.70,1.36
10.48,40.51,1.74,38.02,3.16,-165.60,0.18,235.66,701,307049,4.93,5.35,1.37,1.07,-3.06,-0.78,1.71,170.29,-1.69,0.29,219.67,0.03,830.61,6290.70,2.97
10.59,40.37,1.73,30.78,3.16,-172.91,0.16,243.03,701,307049,4.76,5.52,1.49,0.89,-3.13,-0.39,1.72,163.03,-1.64,0.50,219.67,0.03,830.61,6290.70,2.97
10.69,40.22,1.73,30.83,3.16,-172.92,0.16,243.10,701,307049,4.59,5.69,1.49,0.89,-3.14,-0.39,1.72,163.09,-1.65,0.50,219.67,0.03,830.61,6290.70,2.97
10.79,40.07,2.20,40.73,3.45,-164.24,0.16,243.16,701,307050,4.43,5.85,1.67,1.43,-3.32,-0.94,1.73,163.14,-1.66,0.50,219.67,0.03,830.61,6290.70,2.97
10.88,39.93,2.20,40.78,3.45,-164.26,0.16,243.22,701,307050,4.27,6.01,1.66,1.43,-3.32,-0.94,1.74,163.20,-1.66,0.50,219.67,0.03,830.61,6290.70,2.97
10.99,39.79,2.19,50.35,3.46,-154.76,0.16,233.78,701,307050,4.10,6.18,1.40,1.69,-3.13,-1.47,1.74,172.75,-1.73,0.22,219.67,0.03,830.61,6290.70,2.97
11.12,39.66,2.19,50.41,3.46,-154.78,0.16,233.86,701,307050,3.94,6.34,1.40,1.69,-3.13,-1.47,1.75,172.78,-1.73,0.22,219.67,0.03,830.61,6290.70,2.97
11.24,39.53,2.76,51.09,3.97,-150.89,0.16,233.94,701,307051,3.78,6.50,1.73,2.15,-3.47,-1.93,1.75,172.80,-1.74,0.22,219.67,0.03,830.61,6290.70,2.97
11.37,39.39,2.76,51.14,3.97,-150.91,0.16,234.01,701,307051,3.61,6.66,1.73,2.15,-3.47,-1.93,1.76,172.82,-1.74,0.22,219.67,0.03,830.61,6290.70,2.97
11.46,39.26,2.76,33.18,3.97,-168.92,0.15,252.07,701,307051,3.46,6.82,2.31,1.51,-3.90,-0.76,1.76,154.87,-1.60,0.75,219.67,0.04,830.61,6290.70,2.97
11.52,39.11,2.75,33.21,3.98,-168.93,0.15,252.11,701,307051,3.31,6.97,2.30,1.51,-3.90,-0.76,1.77,154.94,-1.60,0.75,219.67,0.04,830.61,6290.70,2.97
11.58,38.97,3.03,33.71,4.23,-167.17,0.15,252.15,701,307052,3.16,7.12,2.52,1.68,-4.13,-0.94,1.77,155.01,-1.61,0.75,219.67,0.04,830.61,6290.70,2.97
11.64,38.83,3.03,33.74,4.24,-167.18,0.15,252.18,701,307052,3.01,7.27,2.52,1.68,-4.13,-0.94,1.78,155.08,-1.61,0.75,219.67,0.04,830.61,6290.70,2.97
11.66,38.69,3.03,12.20,4.24,171.27,0.13,273.75,701,307052,2.87,7.41,2.96,0.64,-4.19,0.64,1.78,133.61,-1.23,1.29,219.67,0.04,830.61,6290.70,2.97
11.65,38.57,3.03,12.21,4.24,171.27,0.13,273.75,701,307052,2.74,7.54,2.96,0.64,-4.19,0.64,1.78,133.71,-1.23,1.29,219.67,0.04,830.61,6290.70,2.97
11.64,38.44,3.30,8.28,4.58,169.84,0.13,273.74,701,307053,2.62,7.66,3.27,0.48,-4.51,0.81,1.79,133.81,-1.24,1.29,219.67,0.05,830.61,6290.70,2.97
11.63,38.32,3.30,8.28,4.58,169.84,0.13,273.73,701,307053,2.49,7.79,3.27,0.48,-4.51,0.81,1.79,133.91,-1.24,1.29,219.67,0.05,830.61,6290.70,2.97
11.61,38.16,3.30,6.16,4.58,167.72,0.20,275.85,701,307053,2.33,7.95,3.28,0.35,-4.48,0.97,1.79,131.91,-1.20,1.33,219.67,0.07,830.61,6290.70,2.97
