trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
2.63,41.02,0.00,0.00,1.99,160.07,0.12,191.75,701,307,0.06,0.06,0.00,0.00,-1.87,0.68,1.99,160.07,-1.87,0.68,135.29,0.00,724.55,1988.55,2.37
2.79,41.00,0.00,0.00,1.99,160.11,0.12,191.85,701,307,0.18,0.18,0.00,0.00,-1.88,0.68,1.99,160.11,-1.88,0.68,135.29,0.00,724.55,1988.55,2.37
2.95,40.97,0.82,66.06,2.21,-178.06,0.12,191.96,701,307036,0.31,0.31,0.33,0.75,-2.21,-0.08,2.00,160.15,-1.88,0.68,135.29,0.00,724.55,1988.55,2.37
3.11,40.95,0.82,66.37,2.21,-178.06,0.12,192.06,701,307036,0.43,0.43,0.33,0.75,-2.21,-0.08,2.00,160.20,-1.88,0.68,135.29,0.00,724.55,1988.55,2.37
3.20,40.91,0.82,11.78,2.21,127.18,0.05,246.89,701,307036,0.52,0.52,0.80,0.17,-1.34,1.76,2.00,105.48,-0.54,1.93,135.29,0.00,724.55,1988.55,2.37
3.27,40.79,0.81,11.86,2.21,127.17,0.20,246.93,701,307036,0.64,0.64,0.79,0.17,-1.34,1.76,2.01,105.60,-0.54,1.93,135.29,0.02,724.55,1988.55,2.37
3.37,40.61,0.80,11.97,2.21,127.15,0.20,247.00,701,307036,0.84,0.84,0.79,0.17,-1.34,1.76,2.01,105.80,-0.55,1.93,135.29,0.02,724.55,1988.55,2.37
3.46,40.45,1.30,55.57,1.55,146.22,0.15,247.05,701,307043,1.02,1.02,0.73,1.07,-1.29,0.86,2.01,105.97,-0.55,1.93,135.29,0.01,724.55,1988.55,2.37
3.54,40.31,1.29,55.79,1.55,146.20,0.15,247.10,701,307043,1.17,1.17,0.73,1.07,-1.29,0.86,2.01,106.12,-0.56,1.93,135.29,0.01,724.55,1988.55,2.37
3.61,40.17,1.29,56.02,1.55,146.19,0.15,247.15,701,307043,1.32,1.32,0.72,1.07,-1.29,0.86,2.01,106.27,-0.56,1.93,135.29,0.01,724.55,1988.55,2.37
3.66,40.03,1.28,40.28,1.55,130.24,0.15,263.11,701,307043,1.47,1.47,0.98,0.83,-1.00,1.18,2.01,90.49,-0.02,2.01,135.29,0.02,724.55,1988.55,2.37
3.69,39.88,1.28,40.46,1.55,130.23,0.15,263.13,701,307043,1.62,1.62,0.97,0.83,-1.00,1.18,2.01,90.64,-0.02,2.01,135.29,0.02,724.55,1988.55,2.37
3.71,39.73,1.64,44.50,1.48,144.30,0.15,263.14,701,307046,1.77,1.77,1.17,1.15,-1.20,0.86,2.01,90.79,-0.03,2.01,135.29,0.02,724.55,1988.55,2.37
3.73,39.59,1.64,44.64,1.48,144.28,0.15,263.16,701,307046,1.91,1.91,1.16,1.15,-1.20,0.86,2.01,90.94,-0.03,2.01,135.29,0.02,724.55,1988.55,2.37
3.74,39.43,1.63,35.54,1.48,135.02,0.16,272.40,701,307046,2.07,2.07,1.33,0.95,-1.04,1.04,-2.01,81.85,0.29,1.99,135.29,0.02,724.55,1988.55,2.37
3.73,39.27,1.63,35.67,1.48,135.00,0.16,272.40,701,307046,2.23,2.23,1.32,0.95,-1.04,1.04,-2.01,82.02,0.28,1.99,135.29,0.02,724.55,1988.55,2.37
3.72,39.11,1.69,36.53,1.47,137.62,0.16,272.39,701,307048,2.39,2.39,1.35,1.00,-1.08,0.99,-2.01,82.18,0.27,1.99,135.29,0.02,724.55,1988.55,2.37
3.72,38.95,1.68,36.66,1.47,137.60,0.16,272.39,701,307048,2.55,2.55,1.35,1.00,-1.08,0.99,-2.01,82.34,0.27,1.99,135.29,0.02,724.55,1988.55,2.37
3.70,38.78,1.67,31.92,1.46,132.71,0.19,277.24,701,307048,2.72,2.72,1.42,0.89,-0.99,1.08,-2.01,77.64,0.43,1.96,135.29,0.03,724.55,1988.55,2.37
3.67,38.59,1.67,32.06,1.46,132.69,0.19,277.23,701,307048,2.91,2.91,1.41,0.89,-0.99,1.08,-2.01,77.83,0.42,1.96,135.29,0.03,724.55,1988.55,2.37
3.63,38.40,1.76,34.43,1.42,136.98,0.19,277.21,701,307051,2.82,3.10,1.45,0.99,-1.04,0.97,-2.01,78.02,0.42,1.96,135.29,0.03,724.55,1988.55,2.37
3.60,38.22,1.75,34.57,1.42,136.96,0.19,277.19,701,307051,2.64,3.29,1.44,0.99,-1.04,0.97,-2.01,78.21,0.41,1.96,135.29,0.03,724.55,1988.55,2.37
3.57,38.05,1.75,30.30,1.42,132.55,0.14,281.55,701,307051,2.47,3.45,1.51,0.88,-0.96,1.04,-2.00,73.99,0.55,1.93,135.29,0.02,724.55,1988.55,2.37
3.54,37.92,1.75,30.30,1.42,132.78,0.14,281.53,701,307052,2.33,3.60,1.51,0.88,-0.96,1.04,-2.00,74.13,0.55,1.93,135.29,0.02,724.55,1988.55,2.37
3.50,37.78,1.74,27.77,1.42,130.14,0.14,284.13,701,307052,2.19,3.74,1.54,0.81,-0.92,1.09,-2.00,71.64,0.63,1.90,135.29,0.02,724.55,1988.55,2.37
3.45,37.64,1.74,27.86,1.42,130.13,0.14,284.10,701,307052,2.05,3.88,1.54,0.81,-0.91,1.09,-2.00,71.78,0.63,1.90,135.29,0.02,724.55,1988.55,2.37
3.41,37.51,1.83,29.58,1.39,134.52,0.14,284.07,701,307053,1.91,4.02,1.59,0.91,-0.98,0.99,-2.00,71.92,0.62,1.90,135.29,0.03,724.55,1988.55,2.37
3.37,37.37,1.83,29.67,1.39,134.50,0.14,284.05,701,307053,1.77,4.16,1.59,0.91,-0.98,0.99,-2.00,72.06,0.62,1.90,135.29,0.03,724.55,1988.55,2.37
3.33,37.24,1.82,29.43,1.39,134.17,0.13,284.34,701,307053,1.63,4.29,1.59,0.90,-0.97,1.00,-2.00,71.87,0.62,1.90,135.29,0.02,724.55,1912.28,2.37
3.28,37.11,1.82,29.52,1.39,134.15,0.13,284.32,701,307053,1.50,4.42,1.58,0.90,-0.97,1.00,-1.99,72.00,0.62,1.90,135.29,0.02,59.24,1912.28,2.37
3.24,36.99,2.08,34.91,1.30,147.19,0.13,284.29,701,307055,1.37,4.55,1.70,1.19,-1.09,0.71,-1.99,72.13,0.61,1.90,135.29,0.03,59.24,1912.28,2.37
3.20,36.86,2.07,35.00,1.30,147.18,0.13,284.27,701,307055,1.24,4.68,1.70,1.19,-1.09,0.71,-1.99,72.26,0.61,1.90,135.29,0.02,59.24,1912.28,2.37
3.13,36.72,2.07,20.94,1.30,133.02,0.17,298.36,701,307055,1.09,4.83,1.93,0.74,-0.89,0.95,-1.99,58.27,1.05,1.69,135.29,0.04,59.24,1912.28,2.37
3.03,36.57,2.06,21.01,1.30,133.00,0.17,298.30,701,307055,0.92,5.00,1.92,0.74,-0.89,0.95,-1.99,58.42,1.04,1.69,135.29,0.04,59.24,1912.28,2.37
2.93,36.42,2.07,26.02,1.14,136.72,0.17,298.24,701,307058,0.75,5.17,1.86,0.91,-0.83,0.78,-1.98,58.57,1.03,1.69,135.29,0.04,59.24,1912.28,2.37
2.83,36.27,2.07,26.10,1.14,136.69,0.17,298.18,701,307058,0.58,5.34,1.85,0.91,-0.83,0.78,-1.98,58.72,1.03,1.69,135.29,0.04,59.24,1912.28,2.37
2.73,36.16,2.06,10.38,1.14,120.89,0.12,313.90,701,307058,0.44,5.49,2.03,0.37,-0.58,0.98,-1.98,43.06,1.44,1.35,135.29,0.03,59.24,1912.28,2.37
2.63,36.07,2.06,10.41,1.14,120.87,0.12,313.84,701,307058,0.32,5.60,2.02,0.37,-0.58,0.98,-1.97,43.15,1.44,1.35,135.29,0.03,59.24,1912.28,2.37
2.53,35.99,1.93,10.61,1.09,114.79,0.12,313.78,701,307060,0.20,5.72,1.89,0.35,-0.46,0.99,-1.97,43.23,1.43,1.35,138.59,0.02,59.24,2059.29,2.29
2.43,35.90,1.92,10.63,1.09,114.77,0.12,313.72,701,307060,0.09,5.84,1.89,0.35,-0.46,0.99,-1.97,43.32,1.43,1.35,117.47,0.02,59.24,1633.28,2.75
2.38,35.86,1.92,-44.17,-1.09,59.94,0.00,8.51,701,307060,0.03,5.90,1.38,-1.34,0.55,0.95,-1.96,-11.46,1.93,-0.39,117.47,0.00,59.24,1633.28,2.75
2.38,35.86,1.92,-44.07,-1.09,60.26,0.00,8.51,701,714001,0.00,0.00,1.38,-1.34,0.54,0.95,-1.96,-11.46,1.93,-0.39,117.47,0.00,59.24,1633.28,2.75
2.33,35.83,1.92,5.27,1.09,109.59,0.09,319.14,701,714001,0.05,0.05,1.91,0.18,-0.37,1.03,-1.96,37.91,1.55,1.21,117.47,0.02,59.24,1633.28,2.75
2.25,35.77,1.85,5.35,1.08,105.98,0.09,319.09,701,714002,0.14,0.14,1.84,0.17,-0.30,1.03,-1.96,37.97,1.55,1.21,117.47,0.02,59.24,1633.28,2.75
2.16,35.71,1.84,-3.14,1.08,97.48,0.09,327.53,701,714002,0.23,0.23,1.84,-0.10,-0.14,1.07,-1.96,29.54,1.70,0.97,117.47,0.02,59.24,1633.28,2.75
2.07,35.67,1.67,-6.11,-1.14,88.08,0.09,327.47,701,714003,0.32,0.32,1.66,-0.18,0.04,1.14,-1.95,29.59,1.70,0.97,117.47,0.02,59.24,1633.28,2.75
1.98,35.62,1.67,-10.53,-1.14,83.66,0.08,331.82,701,714003,0.41,0.41,1.64,-0.30,0.13,1.14,-1.95,25.23,1.77,0.83,117.47,0.02,59.24,1633.28,2.75
1.88,35.58,1.50,-13.98,-1.23,75.69,0.08,331.77,701,714004,0.49,0.49,1.46,-0.36,0.30,1.20,-1.95,25.27,1.76,0.83,117.47,0.01,59.24,1633.28,2.75
1.78,35.54,1.50,-13.92,-1.23,75.76,0.10,331.62,701,714004,0.58,0.58,1.45,-0.36,0.30,1.20,-1.95,25.40,1.76,0.83,117.47,0.02,59.24,1633.28,2.75
1.68,35.49,1.30,-18.94,-1.36,67.36,0.10,331.56,701,714005,0.68,0.68,1.23,-0.42,0.52,1.26,-1.94,25.45,1.75,0.83,117.47,0.01,59.24,1633.28,2.75
1.56,35.44,1.29,-12.67,-1.36,73.67,0.12,325.17,701,714005,0.79,0.79,1.26,-0.28,0.38,1.31,-1.94,31.83,1.65,1.02,117.47,0.02,59.24,1633.28,2.75
1.44,35.37,1.11,-12.99,-1.39,66.31,0.12,325.09,701,714006,0.92,0.92,1.08,-0.25,0.56,1.27,-1.94,31.90,1.64,1.02,117.47,0.01,59.24,1633.28,2.75
1.31,35.30,1.11,-19.14,-1.39,60.21,0.13,331.10,701,714006,1.04,1.04,1.04,-0.36,0.69,1.21,-1.93,25.88,1.74,0.84,117.47,0.02,59.24,1633.28,2.75
1.17,35.24,0.99,-16.94,-1.38,55.45,0.13,331.02,701,714007,1.17,1.17,0.95,-0.29,0.78,1.13,-1.93,25.94,1.73,0.84,117.47,0.01,59.24,1633.28,2.75
1.03,35.17,0.99,-11.76,-1.38,60.69,0.13,325.69,701,714007,1.30,1.30,0.97,-0.20,0.67,1.20,-1.92,31.27,1.64,1.00,117.47,0.01,59.24,1633.28,2.75
0.91,35.10,0.88,-12.13,-1.42,56.89,0.13,325.62,701,714008,1.43,1.43,0.86,-0.19,0.77,1.19,-1.92,31.34,1.64,1.00,117.47,0.01,59.24,1633.28,2.75
0.78,35.02,0.88,-8.52,-1.42,60.55,0.13,321.87,701,714008,1.55,1.55,0.87,-0.13,0.70,1.23,-1.91,35.09,1.57,1.10,117.47,0.01,59.24,1633.28,2.75
0.66,34.94,0.82,-10.35,-1.46,58.84,0.13,321.80,701,714009,1.68,1.68,0.80,-0.15,0.76,1.25,-1.91,35.18,1.56,1.10,118.92,0.01,59.24,1906.72,2.76
0.52,34.85,0.81,-9.24,-1.46,60.01,0.16,320.53,701,714009,1.83,1.83,0.80,-0.13,0.73,1.26,-1.91,36.46,1.53,1.13,118.92,0.01,59.24,1906.72,2.76
0.37,34.75,0.75,-12.95,-1.53,58.61,0.16,320.45,701,714010,1.99,1.99,0.73,-0.17,0.79,1.30,-1.90,36.56,1.53,1.13,122.56,0.01,33.56,1979.97,2.76
0.23,34.67,0.74,-24.09,-1.53,47.58,0.10,331.39,701,714010,2.13,2.13,0.68,-0.30,1.03,1.13,-1.90,25.63,1.71,0.82,122.56,0.01,33.56,1979.97,2.76
0.12,34.62,0.74,-24.23,-1.53,47.57,0.10,331.33,701,714010,2.23,2.23,0.67,-0.30,1.03,1.13,-1.89,25.68,1.71,0.82,122.56,0.01,33.56,1979.97,2.76
0.01,34.57,0.59,-3.10,-1.41,37.43,0.10,331.26,701,714011,2.34,2.34,0.58,-0.03,1.12,0.85,-1.89,25.73,1.70,0.82,122.56,0.01,33.56,1979.97,2.76
-0.10,34.52,0.58,-3.12,-1.41,37.42,0.10,331.20,701,714011,2.44,2.44,0.58,-0.03,1.12,0.85,-1.89,25.78,1.70,0.82,122.56,0.01,33.56,1979.97,2.76
-0.21,34.47,0.58,-2.49,-1.41,38.07,0.10,330.48,701,714011,2.54,2.54,0.58,-0.03,1.11,0.87,-1.88,26.49,1.69,0.84,122.56,0.01,33.56,1979.97,2.76
-0.32,34.42,0.57,-2.51,-1.41,38.06,0.10,330.42,701,714011,2.65,2.65,0.57,-0.03,1.11,0.87,-1.88,26.54,1.68,0.84,122.56,0.01,33.56,1979.97,2.76
-0.43,34.37,0.52,27.73,-1.35,26.27,0.10,330.36,701,714012,2.75,2.75,0.46,0.24,1.21,0.60,-1.88,26.60,1.68,0.84,122.56,0.01,33.56,1979.97,2.76
-0.54,34.32,0.52,27.95,-1.35,26.26,0.10,330.30,701,714012,2.86,2.86,0.46,0.24,1.21,0.60,-1.87,26.65,1.67,0.84,122.56,0.01,33.56,2517.83,2.76
-0.65,34.27,0.52,25.42,-1.35,23.51,0.10,332.98,701,714012,2.96,2.96,0.47,0.22,1.24,0.54,-1.87,23.96,1.71,0.76,122.56,0.01,33.56,2517.83,2.76
-0.76,34.22,0.51,25.63,-1.35,23.51,0.10,332.91,701,714012,3.06,3.06,0.46,0.22,1.24,0.54,-1.87,24.01,1.70,0.76,122.56,0.01,33.56,2517.83,2.76
-0.87,34.17,0.61,60.34,-1.42,9.50,0.10,332.85,701,714013,3.17,3.17,0.30,0.53,1.40,0.23,-1.86,24.06,1.70,0.76,122.56,0.00,33.56,2517.83,2.76
-0.99,34.12,0.60,60.69,-1.42,9.50,0.10,332.79,701,714013,3.27,3.27,0.30,0.53,1.40,0.23,-1.86,24.11,1.70,0.76,122.56,0.00,33.56,2517.83,2.76
-1.13,34.06,0.60,60.26,-1.42,8.62,0.16,333.59,701,714013,3.41,3.41,0.30,0.52,1.40,0.21,-1.85,23.30,1.70,0.73,122.56,0.01,33.56,2517.83,2.76
-1.30,33.99,0.65,75.55,-1.54,4.05,0.16,333.49,701,714014,3.56,3.56,0.16,0.63,1.53,0.11,-1.85,23.37,1.70,0.73,120.13,0.00,33.56,2517.83,2.76
-1.45,33.94,0.65,71.43,-1.54,-0.55,0.11,338.01,701,714014,3.50,3.70,0.21,0.61,1.54,-0.01,-1.84,18.83,1.74,0.59,120.13,0.00,33.56,2517.83,2.76
-1.57,33.89,0.64,71.82,-1.54,-0.55,0.11,337.94,701,714014,3.39,3.81,0.20,0.61,1.54,-0.01,-1.84,18.87,1.74,0.59,129.18,0.00,33.56,2517.83,2.66
-1.70,33.85,0.58,81.60,-1.65,0.75,0.11,337.87,701,714015,3.28,3.92,0.09,0.58,1.65,0.02,-1.84,18.92,1.74,0.59,129.18,0.00,33.56,2517.83,2.66
-1.82,33.81,0.58,82.05,-1.65,0.75,0.11,337.80,701,714015,3.17,4.04,0.08,0.58,1.65,0.02,-1.83,18.96,1.73,0.59,129.18,0.00,33.56,2517.83,2.66
-1.99,33.76,0.58,81.36,-1.65,-0.52,0.18,338.98,701,714015,3.02,4.18,0.09,0.57,1.65,-0.01,-1.83,17.75,1.74,0.56,129.18,0.00,33.56,2499.95,2.66
-2.14,33.71,-0.80,94.23,-1.81,-7.56,0.09,338.89,701,714016,2.89,4.31,-0.06,0.80,1.79,-0.24,-1.82,17.79,1.73,0.56,129.18,0.00,33.56,2499.95,2.66
-4.35,33.54,1.97,83.49,3.11,-92.32,0.02,81.01,301,714023,2.83,4.37,0.22,1.95,-0.13,-3.11,-1.16,-85.20,0.10,-1.16,126.51,0.00,28.37,2461.68,2.73
-4.34,33.62,1.97,64.76,3.11,-111.05,0.14,99.75,301,714023,2.75,4.45,0.84,1.78,-1.12,-2.90,1.16,-103.92,-0.28,-1.13,128.27,0.01,28.37,1780.09,2.73
-4.32,33.75,1.90,76.32,3.06,-103.77,0.14,99.77,301,714024,2.62,4.59,0.45,1.84,-0.73,-2.97,1.16,-103.91,-0.28,-1.13,128.27,0.01,28.37,1780.09,2.73
-4.26,33.87,1.90,50.60,3.06,-129.48,0.12,125.51,301,714024,2.49,4.71,1.20,1.47,-1.94,-2.36,1.16,-129.61,-0.74,-0.89,128.27,0.02,28.37,1780.09,2.73
-4.18,33.96,1.90,50.60,3.05,-129.48,0.12,125.55,301,714024,2.37,4.83,1.20,1.47,-1.94,-2.36,1.16,-129.60,-0.74,-0.89,128.27,0.02,28.37,1780.09,2.73
-4.09,34.06,1.88,59.88,3.03,-123.73,0.12,125.60,301,714025,2.25,4.95,0.94,1.63,-1.68,-2.52,1.16,-129.59,-0.74,-0.89,128.27,0.01,28.37,1780.09,2.73
-4.01,34.16,1.88,59.88,3.03,-123.73,0.12,125.65,301,714025,2.13,5.07,0.94,1.63,-1.68,-2.52,1.16,-129.58,-0.74,-0.89,128.27,0.01,28.37,1780.09,2.73
2.50,41.04,0.00,0.00,1.99,168.14,0.03,183.56,701,307,0.02,12.11,0.00,0.00,-1.94,0.41,1.99,168.14,-1.94,0.41,135.29,0.00,724.55,1988.55,2.37
2.55,41.12,0.00,0.00,-1.99,50.03,0.20,301.61,701,307,0.13,12.00,0.00,0.00,1.28,1.52,-1.99,50.03,1.28,1.52,135.29,0.00,724.55,1988.55,2.37
2.68,41.26,0.00,0.00,-1.99,40.14,0.14,311.47,701,307,0.30,11.83,0.00,0.00,1.52,1.28,-1.99,40.14,1.52,1.28,135.29,0.00,724.55,1988.55,2.37
2.80,41.36,0.00,0.00,-2.00,40.05,0.14,311.55,701,307,0.43,11.69,0.00,0.00,1.53,1.28,-2.00,40.05,1.53,1.28,135.29,0.00,724.55,1988.55,2.37
2.92,41.45,0.00,0.00,-2.00,30.26,0.13,321.34,701,307,0.57,11.56,0.00,0.00,1.73,1.01,-2.00,30.26,1.73,1.01,135.29,0.00,724.55,1988.55,2.37
3.06,41.53,0.00,0.00,-2.00,30.19,0.13,321.43,701,307,0.70,11.43,0.00,0.00,1.73,1.01,-2.00,30.19,1.73,1.01,135.29,0.00,724.55,1988.55,2.37
