trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
0.57,40.03,0.21,-28.73,-0.68,-57.98,0.10,80.57,301,331010,0.05,0.05,0.18,-0.10,0.36,-0.58,-0.87,-51.35,0.54,-0.68,102.91,0.00,48.47,786.53,2.70
0.60,40.13,0.21,-70.05,0.68,-99.31,0.13,121.92,301,331010,0.16,0.16,0.07,-0.19,-0.11,-0.68,0.87,-92.67,-0.04,-0.87,102.91,0.00,48.47,786.53,2.70
0.69,40.24,0.21,-70.03,0.68,-99.31,0.13,121.97,301,331010,0.29,0.29,0.07,-0.19,-0.11,-0.68,0.87,-92.66,-0.04,-0.87,102.91,0.00,48.47,786.53,2.70
0.78,40.35,0.23,-53.84,0.70,-104.60,0.13,122.03,301,331012,0.42,0.42,0.14,-0.19,-0.18,-0.68,0.87,-92.66,-0.04,-0.87,102.91,0.00,48.47,786.53,2.70
0.87,40.46,0.23,-53.84,0.70,-104.59,0.13,122.09,301,331012,0.55,0.55,0.14,-0.19,-0.18,-0.68,0.87,-92.66,-0.04,-0.87,102.91,0.00,48.47,786.53,2.70
0.98,40.56,0.23,-66.80,0.70,-117.54,0.14,135.12,301,331012,0.68,0.68,0.09,-0.21,-0.33,-0.62,0.87,-105.61,-0.23,-0.84,102.91,0.00,48.47,786.53,2.70
1.10,40.66,0.23,-66.80,0.70,-117.54,0.14,135.20,301,331012,0.82,0.82,0.09,-0.21,-0.33,-0.62,0.87,-105.61,-0.23,-0.84,102.91,0.00,48.47,786.53,2.70
1.23,40.75,0.23,-66.80,0.70,-117.53,0.14,135.28,301,331012,0.95,0.95,0.09,-0.21,-0.33,-0.62,0.87,-105.60,-0.23,-0.84,102.91,0.00,48.47,786.53,2.70
1.36,40.85,0.20,-40.04,0.81,-118.91,0.14,135.37,301,331014,1.09,1.09,0.16,-0.13,-0.39,-0.71,0.87,-105.60,-0.23,-0.84,102.91,0.00,48.47,786.53,2.70
1.49,40.94,0.20,-40.04,0.81,-118.91,0.14,135.45,301,331014,1.22,1.22,0.16,-0.13,-0.39,-0.71,0.87,-105.59,-0.23,-0.84,102.91,0.00,48.47,786.53,2.70
1.62,41.04,0.20,-40.04,0.81,-118.90,0.14,135.53,301,331014,1.36,1.36,0.16,-0.13,-0.39,-0.71,0.87,-105.59,-0.23,-0.84,102.91,0.00,48.47,2367.42,2.70
1.74,41.14,0.20,-32.75,0.81,-111.61,0.15,128.33,301,331014,1.50,1.50,0.17,-0.11,-0.30,-0.75,0.87,-98.30,-0.13,-0.86,102.91,0.00,48.47,2367.42,2.70
1.86,41.26,0.20,-32.75,0.81,-111.61,0.15,128.41,301,331014,1.65,1.65,0.17,-0.11,-0.30,-0.75,0.87,-98.29,-0.13,-0.86,102.91,0.00,48.47,2367.42,2.70
