trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
3.79,42.71,-0.30,99.83,1.72,-131.47,0.03,183.82,701,307,0.01,0.01,-0.05,0.30,-1.14,-1.29,1.54,-140.26,-1.19,-0.99,201.40,0.00,791.04,6649.04,2.94
3.92,42.66,0.31,73.10,1.72,-157.64,0.20,209.96,701,307,0.13,0.13,0.09,0.29,-1.59,-0.66,1.55,-166.36,-1.50,-0.37,201.40,0.00,791.04,6649.04,2.94
4.15,42.56,0.31,71.94,1.74,-157.81,0.20,210.12,701,307,0.32,0.32,0.10,0.29,-1.61,-0.66,1.56,-166.42,-1.51,-0.37,201.40,0.00,791.04,6649.04,2.94
4.38,42.47,-0.30,126.70,1.47,-155.76,0.19,210.27,701,307036,0.51,0.51,-0.18,0.24,-1.34,-0.60,1.56,-166.48,-1.52,-0.37,201.40,0.00,791.04,6649.04,2.94
4.59,42.37,-0.30,127.21,1.47,-155.82,0.19,210.42,701,307036,0.70,0.70,-0.18,0.24,-1.34,-0.60,1.57,-166.54,-1.53,-0.37,201.40,0.00,791.04,6649.04,2.94
4.71,42.32,-0.30,127.49,1.48,-155.85,0.02,210.50,701,307036,0.80,0.80,-0.18,0.24,-1.35,-0.60,1.57,-166.57,-1.53,-0.37,201.40,0.00,791.04,6649.04,2.94
4.80,42.28,-0.30,122.83,1.48,-160.77,0.14,215.45,701,307036,0.88,0.88,-0.16,0.25,-1.40,-0.49,1.58,-171.48,-1.56,-0.23,201.40,0.00,791.04,6649.04,2.94
4.96,42.19,-0.30,123.23,1.48,-160.80,0.14,215.55,701,307036,1.02,1.02,-0.17,0.25,-1.40,-0.49,1.58,-171.51,-1.56,-0.23,201.40,0.00,791.04,6649.04,2.94
5.11,42.11,0.47,-63.17,1.79,173.99,0.14,215.66,701,307037,1.16,1.16,0.21,-0.42,-1.78,0.19,1.59,-171.54,-1.57,-0.23,201.40,0.00,791.04,6649.04,2.94
5.27,42.03,0.47,-63.45,1.80,174.00,0.14,215.76,701,307037,1.31,1.31,0.21,-0.42,-1.79,0.19,1.59,-171.57,-1.57,-0.23,201.40,0.00,791.04,6649.04,2.94
5.37,41.97,0.47,-70.31,1.80,167.32,0.04,222.51,701,307037,1.40,1.40,0.16,-0.44,-1.75,0.39,1.59,-178.27,-1.59,-0.05,201.40,0.00,791.04,6649.04,2.94
