trench_lon,trench_lat,conv_rate_cm_yr,conv_angle_deg,trench_abs_rate_cm_yr,trench_abs_angle_deg,arc_len_deg,trench_norm_deg,subducting_pid,trench_pid,dist_nearest_edge_deg,dist_from_start_deg,conv_ortho_cm_yr,conv_paral_cm_yr,trench_abs_ortho_cm_yr,trench_abs_paral_cm_yr,subducting_abs_rate_cm_yr,subducting_abs_angle_deg,subducting_abs_ortho_cm_yr,subducting_abs_paral_cm_yr,seafloor_age_ma,subduction_volume_km3_yr,carbonate_sediment_thickness_m,total_sediment_thick_m,ocean_crust_carb_percent
0.62,40.17,0.21,-22.28,-0.66,-52.13,0.03,74.15,301,331010,0.02,0.02,0.19,-0.08,0.41,-0.52,-0.85,-45.18,0.60,-0.60,112.34,0.00,45.36,798.20,2.74
0.66,40.24,0.21,-68.71,0.66,-98.57,0.13,120.62,301,331010,0.10,0.10,0.07,-0.19,-0.10,-0.65,0.85,-91.62,-0.02,-0.85,112.34,0.00,45.36,798.20,2.74
0.75,40.35,0.21,-68.70,0.66,-98.57,0.13,120.67,301,331010,0.22,0.22,0.07,-0.19,-0.10,-0.65,0.85,-91.62,-0.02,-0.85,112.34,0.00,45.36,798.20,2.74
0.83,40.46,0.23,-52.51,0.68,-104.02,0.13,120.73,301,331012,0.35,0.35,0.14,-0.18,-0.17,-0.66,0.85,-91.61,-0.02,-0.85,112.34,0.00,45.36,798.20,2.74
0.92,40.58,0.23,-52.51,0.68,-104.02,0.13,120.79,301,331012,0.48,0.48,0.14,-0.18,-0.17,-0.66,0.85,-91.61,-0.02,-0.85,112.34,0.00,45.36,798.20,2.74
1.03,40.68,0.23,-66.00,0.68,-117.50,0.14,134.35,301,331012,0.62,0.62,0.09,-0.21,-0.31,-0.60,0.85,-105.10,-0.22,-0.82,112.34,0.00,45.36,798.20,2.74
1.15,40.78,0.23,-66.00,0.68,-117.50,0.14,134.43,301,331012,0.75,0.75,0.09,-0.21,-0.31,-0.60,0.85,-105.10,-0.22,-0.82,112.34,0.00,45.36,798.20,2.74
1.28,40.88,0.23,-66.00,0.68,-117.50,0.14,134.52,301,331012,0.89,0.89,0.09,-0.21,-0.31,-0.60,0.85,-105.09,-0.22,-0.82,112.34,0.00,45.36,798.20,2.74
1.41,40.98,0.20,-39.24,0.79,-118.81,0.14,134.60,301,331014,1.03,1.03,0.16,-0.13,-0.38,-0.69,0.85,-105.09,-0.22,-0.82,112.34,0.00,45.36,798.20,2.74
1.54,41.07,0.20,-39.24,0.79,-118.81,0.14,134.68,301,331014,1.17,1.17,0.16,-0.13,-0.38,-0.69,0.85,-105.09,-0.22,-0.82,115.97,0.00,45.36,2069.62,2.72
